Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,230375001,Subacute hemorrhagic leukoencephalitis,,,
Encephalopathy,SNOMEDCT,5470004,Cerebellar contusion with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,433891000124100,Cerebral infarction due to cerebral artery occlusion,,,
Encephalopathy,SNOMEDCT,192715004,Post typhus vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,428175000,Primary amebic encephalitis due to Naegleria fowleri,,,
Encephalopathy,SNOMEDCT,21000000,Idiosyncratic intoxication,,,
Encephalopathy,SNOMEDCT,192716003,Post yellow fever vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,30371007,Open fracture of base of skull with cerebral laceration AND contusion,,,
Encephalopathy,SNOMEDCT,59918000,Cerebellar laceration with open intracranial wound AND concussion,,,
Encephalopathy,SNOMEDCT,86488006,Brain injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,230189002,Focal encephalitis,,,
Encephalopathy,SNOMEDCT,55234004,Pyogranulomatous meningoencephalomyelitis,,,
Encephalopathy,SNOMEDCT,15182000,Coffin-Lowry syndrome,,,
Encephalopathy,SNOMEDCT,282750008,Knocked out,,,
Encephalopathy,SNOMEDCT,111615001,Open skull fracture with intracranial hemorrhage,,,
Encephalopathy,SNOMEDCT,314171000009101,Necrotizing non-suppurative meningoencephalitis,,,
Encephalopathy,SNOMEDCT,314081000009103,Nonsuppurative meningoencephalomyelitis,,,
Encephalopathy,SNOMEDCT,269144002,Cerebral laceration and contusion,,,
Encephalopathy,SNOMEDCT,344471000009101,Murine encephalomyelitis,,,
Encephalopathy,SNOMEDCT,61642003,"Multiple open fractures of skull AND/OR face with subarachnoid, subdural AND/OR extradural haemorrhage",,,
Encephalopathy,SNOMEDCT,448250003,Malignant teratoma of pineal region,,,
Encephalopathy,SNOMEDCT,38523005,Syphilitic parkinsonism,,,
Encephalopathy,SNOMEDCT,192717007,Post measles vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,230696001,Posterior cerebral circulation infarction,,,
Encephalopathy,SNOMEDCT,230284004,Spongiform encephalopathy,,,
Encephalopathy,SNOMEDCT,254957009,Somatotroph adenoma,,,
Encephalopathy,SNOMEDCT,253139000,Agenesis of corpus callosum with lipoma,,,
Encephalopathy,SNOMEDCT,446945009,Invasive pituitary adenoma,,,
Encephalopathy,SNOMEDCT,254941009,Mixed glial tumor of brain,,,
Encephalopathy,SNOMEDCT,72585000,Parkinsonian syndrome associated with idiopathic orthostatic hypotension,,,
Encephalopathy,SNOMEDCT,204040004,Agenesis of cerebrum,,,
Encephalopathy,SNOMEDCT,92253009,Benign neoplasm of occipital lobe,,,
Encephalopathy,SNOMEDCT,94622002,Secondary malignant neoplasm of temporal lobe,,,
Encephalopathy,SNOMEDCT,94847003,Neoplasm of uncertain behavior of frontal lobe,,,
Encephalopathy,SNOMEDCT,192871008,Early onset cerebellar ataxia with myoclonus,,,
Encephalopathy,SNOMEDCT,126957005,Neoplasm of occipital lobe,,,
Encephalopathy,SNOMEDCT,449799008,Subependymal giant cell astrocytoma,,,
Encephalopathy,SNOMEDCT,253172000,Agenesis of cerebellum,,,
Encephalopathy,SNOMEDCT,302882002,Hydrocephalus associated with congenital aqueduct stenosis,,,
Encephalopathy,SNOMEDCT,94224009,Secondary malignant neoplasm of brain stem,,,
Encephalopathy,SNOMEDCT,431468008,Slit ventricle syndrome,,,
Encephalopathy,SNOMEDCT,702375004,Familial isolated pituitary adenoma,,,
Encephalopathy,SNOMEDCT,188302003,Malignant neoplasm of tapetum,,,
Encephalopathy,SNOMEDCT,50429003,Congenital stenosis of aqueduct of Sylvius,,,
Encephalopathy,SNOMEDCT,230780007,Dyskinetic cerebral palsy,,,
Encephalopathy,SNOMEDCT,230181004,Bacterial encephalitis,,,
Encephalopathy,SNOMEDCT,429271000124103,Chronic hypoxic-ischemic brain injury,,,
Encephalopathy,SNOMEDCT,240845003,Cerebral loiasis,,,
Encephalopathy,SNOMEDCT,349411000009107,Idiopathic feline polioencephalomyelitis,,,
Encephalopathy,SNOMEDCT,240312009,Cerebral injury due to birth trauma,,,
Encephalopathy,SNOMEDCT,37955001,Intracranial hematoma following injury,,,
Encephalopathy,SNOMEDCT,230406002,Localisation-related symptomatic epilepsy with specific precipitant,,,
Encephalopathy,SNOMEDCT,68267002,Benign intracranial hypertension,,,
Encephalopathy,SNOMEDCT,230176008,Herpes zoster encephalitis,,,
Encephalopathy,SNOMEDCT,230316009,Drug-induced acute dystonia,,,
Encephalopathy,SNOMEDCT,86010003,Brain injury with open intracranial wound AND moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,127310009,Intracranial hemorrhage following injury with moderate loss of consciousness,,,
Encephalopathy,SNOMEDCT,30736009,Dysphonia of palatopharyngolaryngeal myoclonus,,,
Encephalopathy,SNOMEDCT,41870008,Cortex laceration with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,128191000,Rubella encephalomyelitis,,,
Encephalopathy,SNOMEDCT,192686004,Polioencephalitis,,,
Encephalopathy,SNOMEDCT,423753005,Reflex blepharospasm,,,
Encephalopathy,SNOMEDCT,39020005,"Brain injury, without skull fracture",,,
Encephalopathy,SNOMEDCT,48518008,Subarachnoid haemorrhage following injury with open intracranial wound AND concussion,,,
Encephalopathy,SNOMEDCT,3119002,Brain stem laceration with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,237707009,Lymphocytic hypophysitis of pregnancy,,,
Encephalopathy,SNOMEDCT,53622003,Cerebral malaria,,,
Encephalopathy,SNOMEDCT,19210000,Brain stem laceration with open intracranial wound AND no loss of consciousness,,,
Encephalopathy,SNOMEDCT,192819000,Cerebral degeneration due to progressive multifocal leukoencephalopathy,,,
Encephalopathy,SNOMEDCT,406573001,Primary encephalitis,,,
Encephalopathy,SNOMEDCT,253130001,Secondary microcephaly,,,
Encephalopathy,SNOMEDCT,12589008,Brain stem laceration with open intracranial wound,,,
Encephalopathy,SNOMEDCT,703301002,Mild hypoxic ischaemic encephalopathy,,,
Encephalopathy,SNOMEDCT,442536003,Fungal infection of cerebrum,,,
Encephalopathy,SNOMEDCT,339891000009104,Porcine coronaviral encephalomyelitis,,,
Encephalopathy,SNOMEDCT,448863000,Carcinoma of pineal gland,,,
Encephalopathy,SNOMEDCT,92682003,Carcinoma in situ of pineal gland,,,
Encephalopathy,SNOMEDCT,448135004,Benign teratoma of pineal region,,,
Encephalopathy,SNOMEDCT,91953003,"Azorean disease, type I",,,
Encephalopathy,SNOMEDCT,22693008,Brain injury without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,28155008,Extradural haemorrhage following injury with open intracranial wound AND concussion,,,
Encephalopathy,SNOMEDCT,209849000,"Cortex contusion with open intracranial wound, with more than 24 hours loss of consciousness and return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,90182005,Hypophysectomy-induced hypopituitarism,,,
Encephalopathy,SNOMEDCT,39261000009109,Granulomatous encephalitis,,,
Encephalopathy,SNOMEDCT,15552004,"Osteogenesis imperfecta, recessive perinatal lethal, with microcephaly AND cataracts",,,
Encephalopathy,SNOMEDCT,93249003,Congenital hypoplasia of cerebrum,,,
Encephalopathy,SNOMEDCT,253104000,Frontoethmoidal encephalocele,,,
Encephalopathy,SNOMEDCT,253187005,Chiari malformation type IV,,,
Encephalopathy,SNOMEDCT,230260007,Pure hereditary spastic paraplegia,,,
Encephalopathy,SNOMEDCT,205750001,Accessory pituitary gland,,,
Encephalopathy,SNOMEDCT,253167009,Microdysgenesis,,,
Encephalopathy,SNOMEDCT,10007009,Coffin-Siris syndrome,,,
Encephalopathy,SNOMEDCT,319451000009101,Verminous encephalitis,,,
Encephalopathy,SNOMEDCT,77375009,Adductor spastic dysphonia of conversion reaction,,,
Encephalopathy,SNOMEDCT,230177004,Herpes simiae encephalitis,,,
Encephalopathy,SNOMEDCT,238977002,Delusional hyperhidrosis,,,
Encephalopathy,SNOMEDCT,1085091000119100,Hepatic coma due to chronic hepatic failure,,,
Encephalopathy,SNOMEDCT,230381009,Localisation-related epilepsy,,,
Encephalopathy,SNOMEDCT,195205001,Impending cerebral ischemia,,,
Encephalopathy,SNOMEDCT,209958006,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,49949003,Paroxysmal choreoathetosis,,,
Encephalopathy,SNOMEDCT,74644004,Influenza with encephalopathy,,,
Encephalopathy,SNOMEDCT,49453006,Cerebral herniation,,,
Encephalopathy,SNOMEDCT,33559001,Rabson-Mendenhall syndrome,,,
Encephalopathy,SNOMEDCT,43019009,Nelson syndrome,,,
Encephalopathy,SNOMEDCT,13289004,Intracranial haemorrhage following injury with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,192687008,Arbovirus encephalitis,,,
Encephalopathy,SNOMEDCT,698616008,Closed fracture of vault of skull with loss of consciousness,,,
Encephalopathy,SNOMEDCT,262695000,Traumatic focal cerebral oedema,,,
Encephalopathy,SNOMEDCT,74267005,Toxic encephalopathy due to carbon tetrachloride,,,
Encephalopathy,SNOMEDCT,290653008,Postpartum hypopituitarism,,,
Encephalopathy,SNOMEDCT,209940000,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,699318007,Supratentorial primitive neuroectodermal tumour,,,
Encephalopathy,SNOMEDCT,209830004,Concussion with more than 24 hours loss of consciousness without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,192933004,Acute and subacute hemorrhagic leukoencephalitis [Hurst],,,
Encephalopathy,SNOMEDCT,347661000009104,Thromboembolic meningoencephalitis,,,
Encephalopathy,SNOMEDCT,333301000009102,Atypical bovine spongiform encephalopathy,,,
Encephalopathy,SNOMEDCT,418455000,Encephalitis due to protozoa,,,
Encephalopathy,SNOMEDCT,18541000119100,Borderline cognitive developmental delay,,,
Encephalopathy,SNOMEDCT,237701005,Pituitary apoplexy,,,
Encephalopathy,SNOMEDCT,30664006,"Multiple endocrine neoplasia, type 1",,,
Encephalopathy,SNOMEDCT,31646008,Mumps encephalitis,,,
Encephalopathy,SNOMEDCT,91502009,Spinocerebellar disease,,,
Encephalopathy,SNOMEDCT,17667005,Intracranial hemorrhage following injury without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,135761000119101,Cerebral degeneration due to alcoholism,,,
Encephalopathy,SNOMEDCT,209864000,"Cortex laceration with open intracranial wound, with no loss of consciousness",,,
Encephalopathy,SNOMEDCT,417607009,Neuroinvasive St. Louis encephalitis virus infection,,,
Encephalopathy,SNOMEDCT,95815000,Central positional vertigo,,,
Encephalopathy,SNOMEDCT,71074007,"Open skull fracture with subarachnoid, subdural AND/OR extradural haemorrhage",,,
Encephalopathy,SNOMEDCT,65189006,Extradural haemorrhage following injury with open intracranial wound,,,
Encephalopathy,SNOMEDCT,27923006,Brain injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,43100002,Late cortical cerebellar atrophy,,,
Encephalopathy,SNOMEDCT,73935008,Toxic encephalopathy due to hydroxyquinoline,,,
Encephalopathy,SNOMEDCT,12912004,Brain injury with open intracranial wound AND no loss of consciousness,,,
Encephalopathy,SNOMEDCT,192723002,Post hepatitis B vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,81520002,Extradural hemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,230184007,Parasitic encephalitis,,,
Encephalopathy,SNOMEDCT,71266000,"Open fracture of vault of skull with subarachnoid, subdural AND/OR extradural haemorrhage",,,
Encephalopathy,SNOMEDCT,70884002,Allergic encephalitis,,,
Encephalopathy,SNOMEDCT,55623006,Toxic encephalopathy due to mercury,,,
Encephalopathy,SNOMEDCT,230213004,Candidal brain abscess,,,
Encephalopathy,SNOMEDCT,447396006,Concussion injury of cerebrum,,,
Encephalopathy,SNOMEDCT,311826007,Traumatic cerebral edema with open intracranial wound,,,
Encephalopathy,SNOMEDCT,73439007,Subarachnoid haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,230763008,Traumatic cerebral edema,,,
Encephalopathy,SNOMEDCT,124081000119107,Menstrual status migrainosus,,,
Encephalopathy,SNOMEDCT,230290000,Epileptic dementia,,,
Encephalopathy,SNOMEDCT,698760002,Generalized non-convulsive absence epilepsy,,,
Encephalopathy,SNOMEDCT,291571000119106,Spontaneous cerebral hemorrhage,,,
Encephalopathy,SNOMEDCT,230435005,Epilepsy undetermined whether focal or generalised,,,
Encephalopathy,SNOMEDCT,425492002,Generalized dystonia,,,
Encephalopathy,SNOMEDCT,333291000009101,Chronic wasting disease,,,
Encephalopathy,SNOMEDCT,292871000119100,Acquired pseudoporencephaly,,,
Encephalopathy,SNOMEDCT,53936005,Alcohol-induced mood disorder,,,
Encephalopathy,SNOMEDCT,75038005,Cerebellar haemorrhage,,,
Encephalopathy,SNOMEDCT,182961000119101,Acute disseminated encephalomyelitis following infectious disease,,,
Encephalopathy,SNOMEDCT,429861000124109,Posterior inferior cerebellar artery embolism,,,
Encephalopathy,SNOMEDCT,205749001,Congenital absence of pituitary gland,,,
Encephalopathy,SNOMEDCT,429033009,Malignant neoplasm of cerebrum,,,
Encephalopathy,SNOMEDCT,277456001,Suprasellar germ cell tumor,,,
Encephalopathy,SNOMEDCT,275269004,Benign cerebral tumour,,,
Encephalopathy,SNOMEDCT,237721006,Tumour of pituitary and suprasellar region,,,
Encephalopathy,SNOMEDCT,254937005,Intracranial glioma,,,
Encephalopathy,SNOMEDCT,254958004,Corticotroph adenoma,,,
Encephalopathy,SNOMEDCT,254960002,Gonadotroph adenoma,,,
Encephalopathy,SNOMEDCT,111028009,Arteriopathic granular atrophy of cerebral cortex,,,
Encephalopathy,SNOMEDCT,72442006,Disorder of posterior pituitary,,,
Encephalopathy,SNOMEDCT,192811002,Alcoholic encephalopathy,,,
Encephalopathy,SNOMEDCT,209887008,"Hind brain contusion with open intracranial wound, with more than 24 hours loss of consciousness without return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,432616009,Infection of ventriculoperitoneal shunt,,,
Encephalopathy,SNOMEDCT,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",,,
Encephalopathy,SNOMEDCT,192979009,Generalized non-convulsive epilepsy,,,
Encephalopathy,SNOMEDCT,91168001,Cerebellar laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,230422001,Myoclonic absence epilepsy,,,
Encephalopathy,SNOMEDCT,230407006,Hemiplegia-hemiconvulsion-epilepsy syndrome,,,
Encephalopathy,SNOMEDCT,45659008,Subdural hemorrhage following injury with open intracranial wound AND loss of consciousness,,,
Encephalopathy,SNOMEDCT,59648004,Extradural hemorrhage following injury with open intracranial wound AND moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,230175007,Infectious mononucleosis encephalitis,,,
Encephalopathy,SNOMEDCT,82344002,Cerebellar contusion with open intracranial wound,,,
Encephalopathy,SNOMEDCT,230190006,Brainstem encephalitis,,,
Encephalopathy,SNOMEDCT,84170006,Contusion of brain with open intracranial wound,,,
Encephalopathy,SNOMEDCT,418531007,California serogroup virus neuroinvasive disease,,,
Encephalopathy,SNOMEDCT,192713006,Post smallpox vaccination encephalitis,,,
Encephalopathy,SNOMEDCT,436041000124107,Posterior inferior cerebellar artery occlusion with infarction,,,
Encephalopathy,SNOMEDCT,12348006,Presenile dementia,,,
Encephalopathy,SNOMEDCT,141151000119101,Nontraumatic subdural hematoma with brain compression,,,
Encephalopathy,SNOMEDCT,85821003,Acute non-psychotic brain syndrome,,,
Encephalopathy,SNOMEDCT,441678004,Refractory generalised nonconvulsive epilepsy,,,
Encephalopathy,SNOMEDCT,32552001,Psychoactive substance-induced organic delusional disorder,,,
Encephalopathy,SNOMEDCT,69482004,Korsakoff's psychosis,,,
Encephalopathy,SNOMEDCT,89369001,Anencephalus,,,
Encephalopathy,SNOMEDCT,230751003,Post-traumatic hydrocephalus,,,
Encephalopathy,SNOMEDCT,698954005,"Primary degenerative dementia of the Alzheimer type, senile onset in remission",,,
Encephalopathy,SNOMEDCT,70328006,Cocaine delirium,,,
Encephalopathy,SNOMEDCT,195211003,Posterior cerebral artery syndrome,,,
Encephalopathy,SNOMEDCT,307767006,Right sided cerebral infarction,,,
Encephalopathy,SNOMEDCT,59029004,Cortex contusion without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,195200006,Carotid artery syndrome hemispheric,,,
Encephalopathy,SNOMEDCT,449020009,Intraparenchymal haemorrhage of brain,,,
Encephalopathy,SNOMEDCT,389098007,Anoxic encephalopathy,,,
Encephalopathy,SNOMEDCT,75023009,Post-traumatic epilepsy,,,
Encephalopathy,SNOMEDCT,38453000,Cerebral hemorrhage due to intrapartum anoxia or hypoxia,,,
Encephalopathy,SNOMEDCT,274659008,Semicoma,,,
Encephalopathy,SNOMEDCT,288851000119106,Opioid-induced mood disorder due to opioid abuse,,,
Encephalopathy,SNOMEDCT,17262008,Non-alcoholic Korsakoff's psychosis,,,
Encephalopathy,SNOMEDCT,253180007,Dysgenesis of the brainstem,,,
Encephalopathy,SNOMEDCT,253183009,Olivary heterotopia,,,
Encephalopathy,SNOMEDCT,5202009,Brain injury with open intracranial wound AND concussion,,,
Encephalopathy,SNOMEDCT,262955000,Traumatic intracranial subarachnoid haemorrhage,,,
Encephalopathy,SNOMEDCT,698618009,Open fracture of vault of skull with loss of consciousness,,,
Encephalopathy,SNOMEDCT,206188000,Subdural and cerebral hemorrhage due to birth trauma,,,
Encephalopathy,SNOMEDCT,230174006,Rhabdovirus encephalitis,,,
Encephalopathy,SNOMEDCT,230161000,Acute viral encephalitis,,,
Encephalopathy,SNOMEDCT,230187000,Granulomatous amoebic encephalitis,,,
Encephalopathy,SNOMEDCT,193003000,Mesiobasal limbic epilepsy,,,
Encephalopathy,SNOMEDCT,230472004,Episodic cluster headache,,,
Encephalopathy,SNOMEDCT,43216008,Extradural haemorrhage following injury without open intracranial wound,,,
Encephalopathy,SNOMEDCT,37991008,Parinaud's syndrome,,,
Encephalopathy,SNOMEDCT,209903008,"Hind brain laceration with open intracranial wound, with less than 1 hour loss of consciousness",,,
Encephalopathy,SNOMEDCT,230279005,Non-Alzheimer's progressive dysphasia,,,
Encephalopathy,SNOMEDCT,18689007,Inhalant intoxication delirium,,,
Encephalopathy,SNOMEDCT,429514007,Growth hormone deficiency after bone marrow transplant,,,
Encephalopathy,SNOMEDCT,428051000124108,Mild dementia,,,
Encephalopathy,SNOMEDCT,72820004,Neuroleptic-induced Parkinsonism,,,
Encephalopathy,SNOMEDCT,361268000,Alcohol-induced epilepsy,,,
Encephalopathy,SNOMEDCT,62564004,Concussion with loss of consciousness,,,
Encephalopathy,SNOMEDCT,230712008,Lacunar haemorrhage,,,
Encephalopathy,SNOMEDCT,10677711000119100,Encephalopathy due to influenza A,,,
Encephalopathy,SNOMEDCT,195186005,Cerebral infarction due to embolism of precerebral arteries,,,
Encephalopathy,SNOMEDCT,337071000009101,Caprine arthritis-encephalitis,,,
Encephalopathy,SNOMEDCT,266196000,Rabies - hydrophobia,,,
Encephalopathy,SNOMEDCT,230278002,Progressive aphasia,,,
Encephalopathy,SNOMEDCT,421415007,Subacute adenoviral encephalitis associated with AIDS,,,
Encephalopathy,SNOMEDCT,18071005,Meningococcal encephalitis,,,
Encephalopathy,SNOMEDCT,441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident,,,
Encephalopathy,SNOMEDCT,29618004,Striatonigral degeneration,,,
Encephalopathy,SNOMEDCT,186509002,Postvaricella encephalitis,,,
Encephalopathy,SNOMEDCT,123763000,Houssay's syndrome,,,
Encephalopathy,SNOMEDCT,191455000,Presenile dementia with depression,,,
Encephalopathy,SNOMEDCT,7379000,Pseudobulbar palsy,,,
Encephalopathy,SNOMEDCT,193002005,Psychosensory epilepsy,,,
Encephalopathy,SNOMEDCT,59561005,Brain stem laceration without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,429765002,Benign neoplasm of medulla oblongata,,,
Encephalopathy,SNOMEDCT,111488004,Kleine-Levin syndrome,,,
Encephalopathy,SNOMEDCT,192999003,Partial epilepsy with impairment of consciousness,,,
Encephalopathy,SNOMEDCT,230282000,Traumatic encephalopathy,,,
Encephalopathy,SNOMEDCT,698761003,Refractory juvenile myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,230443000,Narcotic withdrawal epilepsy,,,
Encephalopathy,SNOMEDCT,230717002,Vertebrobasilar territory transient ischaemic attack,,,
Encephalopathy,SNOMEDCT,26205001,Subdural hemorrhage following injury without open intracranial wound AND with brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,14784000,Opioid-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,425390006,Dementia associated with Parkinson's Disease,,,
Encephalopathy,SNOMEDCT,230745008,Hydrocephalus,,,
Encephalopathy,SNOMEDCT,31715000,PCP delirium,,,
Encephalopathy,SNOMEDCT,23024003,Macrogyria,,,
Encephalopathy,SNOMEDCT,9740002,Macroencephaly,,,
Encephalopathy,SNOMEDCT,230211002,Multiple intracranial pyogenic abscesses,,,
Encephalopathy,SNOMEDCT,21831000119109,Phencyclidine psychosis,,,
Encephalopathy,SNOMEDCT,416975007,"Primary degenerative dementia of the Alzheimer type, senile onset",,,
Encephalopathy,SNOMEDCT,9345005,Dialysis dementia,,,
Encephalopathy,SNOMEDCT,230418006,Lennox-Gastaut syndrome,,,
Encephalopathy,SNOMEDCT,28318001,Pars basalis haemorrhage,,,
Encephalopathy,SNOMEDCT,85861002,Subchronic undifferentiated schizophrenia,,,
Encephalopathy,SNOMEDCT,66976009,Intracranial haemorrhage following injury without intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,231444002,Organic bipolar disorder,,,
Encephalopathy,SNOMEDCT,72758005,Injury of olfactory nerve,,,
Encephalopathy,SNOMEDCT,72797002,Cerebellar contusion with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,1591000119103,Dementia with behavioral disturbance,,,
Encephalopathy,SNOMEDCT,135781000119105,Cerebral degeneration due to hypothyroidism,,,
Encephalopathy,SNOMEDCT,78071008,Hydromicrocephaly,,,
Encephalopathy,SNOMEDCT,50320000,Hallucinogen intoxication,,,
Encephalopathy,SNOMEDCT,1829003,Microcephalus,,,
Encephalopathy,SNOMEDCT,127303003,Cortex laceration,,,
Encephalopathy,SNOMEDCT,13225007,Rubella meningoencephalitis,,,
Encephalopathy,SNOMEDCT,430051000124107,Viral meningoencephalitis,,,
Encephalopathy,SNOMEDCT,4817008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium",,,
Encephalopathy,SNOMEDCT,34135005,Subdural haemorrhage following injury without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,290671000119100,Status epilepticus due to complex partial epileptic seizure,,,
Encephalopathy,SNOMEDCT,230473009,Chronic cluster headache,,,
Encephalopathy,SNOMEDCT,66010009,Supranuclear paralysis,,,
Encephalopathy,SNOMEDCT,84757009,Epilepsy,,,
Encephalopathy,SNOMEDCT,31283000,Abductor spastic dysphonia,,,
Encephalopathy,SNOMEDCT,44341005,Cortex laceration without open intracranial wound,,,
Encephalopathy,SNOMEDCT,431265009,Fetal microcephaly,,,
Encephalopathy,SNOMEDCT,99451000119105,Cerebral infarction due to stenosis of carotid artery,,,
Encephalopathy,SNOMEDCT,30031007,Cerebellar laceration without open intracranial wound,,,
Encephalopathy,SNOMEDCT,36179005,R.I.N.D. syndrome,,,
Encephalopathy,SNOMEDCT,17949000,Meningoencephalitis due to acquired toxoplasmosis,,,
Encephalopathy,SNOMEDCT,86188000,Kuru,,,
Encephalopathy,SNOMEDCT,420244003,Encephalitis associated with AIDS,,,
Encephalopathy,SNOMEDCT,82547005,Acute adenoviral meningoencephalitis,,,
Encephalopathy,SNOMEDCT,435101000124104,Chronic viral hepatitis C with hepatic coma,,,
Encephalopathy,SNOMEDCT,18605003,Intracranial hemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour),,,
Encephalopathy,SNOMEDCT,209881009,Open hindbrain contusion,,,
Encephalopathy,SNOMEDCT,47462004,Brain injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,88269008,Thalamic syndrome,,,
Encephalopathy,SNOMEDCT,699688008,Generalized epilepsy with febrile seizures plus,,,
Encephalopathy,SNOMEDCT,792004,Jakob-Creutzfeldt disease,,,
Encephalopathy,SNOMEDCT,230399001,Dorsolateral epilepsy,,,
Encephalopathy,SNOMEDCT,75019001,Athetoid cerebral palsy,,,
Encephalopathy,SNOMEDCT,45170000,Encephalitis,,,
Encephalopathy,SNOMEDCT,10327003,Cocaine-induced mood disorder,,,
Encephalopathy,SNOMEDCT,67155006,Gerstmann-Straussler-Scheinker syndrome,,,
Encephalopathy,SNOMEDCT,288631000119104,Vascular dementia with behavioural disturbance,,,
Encephalopathy,SNOMEDCT,18653004,Alcohol intoxication delirium,,,
Encephalopathy,SNOMEDCT,52201006,Internal capsule hemorrhage,,,
Encephalopathy,SNOMEDCT,93946000,Primary malignant neoplasm of parietal lobe,,,
Encephalopathy,SNOMEDCT,230287006,Mixed cortical and subcortical vascular dementia,,,
Encephalopathy,SNOMEDCT,230421008,Myoclonic astatic epilepsy,,,
Encephalopathy,SNOMEDCT,609417004,Fetal anencephaly,,,
Encephalopathy,SNOMEDCT,52330001,Meningoencephalocele,,,
Encephalopathy,SNOMEDCT,206399009,Subarachnoid haemorrhage due to birth injury,,,
Encephalopathy,SNOMEDCT,90178008,Extradural haemorrhage following injury without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,36716000,Brain stem contusion without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,84221000119101,Intractable partial frontal lobe epilepsy with impairment of consciousness,,,
Encephalopathy,SNOMEDCT,333341000009104,Atypical bovine spongiform encephalopathy - H type,,,
Encephalopathy,SNOMEDCT,713488003,Presenile dementia co-occurrent with human immunodeficiency virus infection,,,
Encephalopathy,SNOMEDCT,191452002,Presenile dementia with delirium,,,
Encephalopathy,SNOMEDCT,95459002,Cerebellar artery thrombosis,,,
Encephalopathy,SNOMEDCT,56409008,Monoplegic cerebral palsy,,,
Encephalopathy,SNOMEDCT,206395003,"Intraventricular (nontraumatic) hemorrhage, grade 1, of fetus and newborn",,,
Encephalopathy,SNOMEDCT,95830009,Pituitary infarction,,,
Encephalopathy,SNOMEDCT,69458009,Subarachnoid haemorrhage following injury without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,231449007,Epileptic psychosis,,,
Encephalopathy,SNOMEDCT,397827003,Growth hormone deficiency,,,
Encephalopathy,SNOMEDCT,47391000119107,Primary generalized absence epilepsy,,,
Encephalopathy,SNOMEDCT,429565004,Germ cell tumour of the brain,,,
Encephalopathy,SNOMEDCT,192794001,Cerebral degeneration associated with another disorder,,,
Encephalopathy,SNOMEDCT,88518009,Wilson's disease,,,
Encephalopathy,SNOMEDCT,13920009,Hepatic encephalopathy,,,
