Value Set Name,Code System,Code,Code Description
Ultrasound,SNOMEDCT,431744004,Biopsy of tibia and fibula using ultrasound guidance
Ultrasound,SNOMEDCT,62559003,"Echocardiography, real time with image documentation with M-mode, follow-up"
Ultrasound,SNOMEDCT,312814004,Ultrasound scan of upper limb veins
Ultrasound,SNOMEDCT,700442004,Ultrasonography of foetal ductus venosus
Ultrasound,SNOMEDCT,418041003,US scan and biopsy of chest
Ultrasound,SNOMEDCT,303924009,US scan of hand
Ultrasound,SNOMEDCT,432405006,Ultrasonography of sternum
Ultrasound,SNOMEDCT,425410009,Ultrasound scan of thigh
Ultrasound,SNOMEDCT,55052008,Diagnostic ultrasound of gravid uterus
Ultrasound,SNOMEDCT,433235006,Fetal echocardiography
Ultrasound,SNOMEDCT,228531000000103,Cervical length scanning at 24 weeks
Ultrasound,SNOMEDCT,3858009,"Echography of thyroid, A-mode"
Ultrasound,SNOMEDCT,433175006,Ultrasonography of thyroid and parathyroid
Ultrasound,SNOMEDCT,431488007,Doppler ultrasonography of myocardium for tissue strain rate
Ultrasound,SNOMEDCT,241505005,US scan of ankle
Ultrasound,SNOMEDCT,709589009,Ultrasonography guided injection of salivary gland
Ultrasound,SNOMEDCT,703869007,Drainage of abdomen using ultrasound guidance
Ultrasound,SNOMEDCT,108286003,Ultrasound procedure on female genital system AND/OR pregnancy related structure
Ultrasound,SNOMEDCT,440093006,Insertion of radioactive implant into interstitial tissue using ultrasound guidance
Ultrasound,SNOMEDCT,433843006,US guided injection of subdeltoid bursa
Ultrasound,SNOMEDCT,431805002,Embolization using ultrasound guidance
Ultrasound,SNOMEDCT,442854005,Percutaneous needle biopsy of pleura using ultrasound guidance
Ultrasound,SNOMEDCT,419060001,US scan of pericardium and drainage
Ultrasound,SNOMEDCT,844541000000109,Ultrasonography guided suprascapular nerve block
Ultrasound,SNOMEDCT,69477006,"Ophthalmic echography, contact B-scan"
Ultrasound,SNOMEDCT,709420008,Endoscopic ultrasonography of biliary tract
Ultrasound,SNOMEDCT,447413000,Drainage of amniotic fluid using ultrasound guidance
Ultrasound,SNOMEDCT,442887009,Percutaneous needle biopsy of pancreas using ultrasound guidance
Ultrasound,SNOMEDCT,963491000000101,Ultrasonography guided insertion of drain into pericardium
Ultrasound,SNOMEDCT,397835000,Transesophageal echocardiographic valvular monitoring
Ultrasound,SNOMEDCT,708666004,Ultrasound guided injection of botulinum toxin
Ultrasound,SNOMEDCT,711485005,Ultrasonography guided injection of vertebral column
Ultrasound,SNOMEDCT,442833003,Percutaneous cholecystostomy and drainage using ultrasound guidance
Ultrasound,SNOMEDCT,13205008,Transvaginal echography
Ultrasound,SNOMEDCT,444137001,Endoscopy of oesophagus with endoscopic ultrasound of upper gastrointestinal tract
Ultrasound,SNOMEDCT,431945005,Intravascular US scan of coronary artery
Ultrasound,SNOMEDCT,449348003,Endoscopic ultrasonography of retroperitoneum
Ultrasound,SNOMEDCT,315289004,Ultrasound guided drainage of abdominal abscess
Ultrasound,SNOMEDCT,430064008,Transvaginal obstetric ultrasonography
Ultrasound,SNOMEDCT,431227002,US guided injection of trochanteric bursa
Ultrasound,SNOMEDCT,713740002,Ultrasonography guided transperineal template biopsy of prostate
Ultrasound,SNOMEDCT,713563009,Ultrasonography guided localization of iodine 125 radioactive seed to breast lesion
Ultrasound,SNOMEDCT,418704006,US scan and aspiration of kidney
Ultrasound,SNOMEDCT,241476005,US scan of spleen
Ultrasound,SNOMEDCT,442993000,Percutaneous radiofrequency ablation of lesion of liver using ultrasound guidance
Ultrasound,SNOMEDCT,306005,Echography of kidney
Ultrasound,SNOMEDCT,440452005,Percutaneous aspiration of pancreas using ultrasound guidance
Ultrasound,SNOMEDCT,843631000000101,Ultrasonography guided core needle biopsy of chest wall
Ultrasound,SNOMEDCT,431808000,Aspiration of ganglion cyst of foot using ultrasound guidance
Ultrasound,SNOMEDCT,441483001,Endo-esophageal ultrasonography of mediastinum
Ultrasound,SNOMEDCT,433169002,Ultrasonography of clavicular region
Ultrasound,SNOMEDCT,709645002,Ultrasonography guided biopsy of upper limb
Ultrasound,SNOMEDCT,232671000000100,Fetal measurement scan
Ultrasound,SNOMEDCT,341271000009100,Ultrasound examination of forelimb
Ultrasound,SNOMEDCT,438300009,Biopsy of liver using ultrasound guidance
Ultrasound,SNOMEDCT,79966006,Ultrasonography of uterus
Ultrasound,SNOMEDCT,443013006,"Doppler ultrasonography of arterial inflow and venous outflow of abdominal, pelvic and retroperitoneal organs"
Ultrasound,SNOMEDCT,420041003,US scan and biopsy of pelvis
Ultrasound,SNOMEDCT,853981000000105,Ultrasonography guided percutaneous transluminal laser ablation of long saphenous vein
Ultrasound,SNOMEDCT,450556004,Endoscopic ultrasound
Ultrasound,SNOMEDCT,855031000000109,Doppler ultrasonography of multiple pregnancy
Ultrasound,SNOMEDCT,443021000,Oesophagogastroduodenoscopy with endoscopic ultrasound of upper gastrointestinal tract
Ultrasound,SNOMEDCT,398305002,Transesophageal echocardiographic ventricular function monitoring
Ultrasound,SNOMEDCT,61553000,"Ophthalmic biometry by ultrasound echography, A-mode"
Ultrasound,SNOMEDCT,446011004,Endoscopic ultrasonography of colon
Ultrasound,SNOMEDCT,849711000000100,Endoscopic ultrasonography of duodenal ampulla
Ultrasound,SNOMEDCT,281831000000101,Laser doppler ultrasound velocimetry
Ultrasound,SNOMEDCT,702768002,Drainage procedure using ultrasound guidance
Ultrasound,SNOMEDCT,446010003,Endoscopic ultrasonography and biopsy of colon
Ultrasound,SNOMEDCT,443755009,Percutaneous biopsy of liver using ultrasound guidance
Ultrasound,SNOMEDCT,709617008,Ultrasonography guided injection of upper limb
Ultrasound,SNOMEDCT,849861000000107,Endoscopic ultrasonography guided fine needle aspiration biopsy of stomach
Ultrasound,SNOMEDCT,713878006,Ultrasonography guided biopsy of inguinal region
Ultrasound,SNOMEDCT,713219004,Ultrasonography of pelvis and lower extremity
Ultrasound,SNOMEDCT,432422008,US guided ablation of kidney cyst
Ultrasound,SNOMEDCT,450460004,Nephrostomy using ultrasound guidance
Ultrasound,SNOMEDCT,431841002,Endoscopic US examination of stomach
Ultrasound,SNOMEDCT,431717009,Injection of marker into breast using ultrasound guidance
Ultrasound,SNOMEDCT,40357002,Echocardiography for determining mitral and tricuspid valve motion
Ultrasound,SNOMEDCT,432543006,Endoscopic US guided aspiration of pancreas
Ultrasound,SNOMEDCT,446012006,Endoscopic ultrasonography and biopsy of stomach
Ultrasound,SNOMEDCT,431345000,Hydrodistension of glenohumeral joint using ultrasound guidance
Ultrasound,SNOMEDCT,432873006,Injection of elbow using ultrasound guidance
Ultrasound,SNOMEDCT,449195005,Endoscopic ultrasonography and biopsy of bronchus
Ultrasound,SNOMEDCT,712972000,Doppler ultrasonography of artery of penis
Ultrasound,SNOMEDCT,447793000,Endoscopic ultrasonography of mediastinum
Ultrasound,SNOMEDCT,432816007,Injection of shoulder using ultrasound guidance
Ultrasound,SNOMEDCT,65839000,Ophthalmic ultrasonic foreign body localization
Ultrasound,SNOMEDCT,169252006,Endoscopic ultrasound of upper gastrointestinal tract
Ultrasound,SNOMEDCT,850121000000104,Endoscopic transbronchial ultrasonography guided biopsy
Ultrasound,SNOMEDCT,443029003,Injection of sentinel lymph node using ultrasound guidance
Ultrasound,SNOMEDCT,709691005,Ultrasonography guided drainage of limb
Ultrasound,SNOMEDCT,429820004,Endorectal ultrasonography
Ultrasound,SNOMEDCT,441491005,Ultrasound elastography of liver
Ultrasound,SNOMEDCT,425539006,Diagnostic fiberoptic endoscopic ultrasound examination of esophagus
Ultrasound,SNOMEDCT,431895007,US scan of graft
Ultrasound,SNOMEDCT,431810003,Biopsy of femur using ultrasound guidance
Ultrasound,SNOMEDCT,78711007,Doppler flow mapping of heart
Ultrasound,SNOMEDCT,849871000000100,Endoscopic ultrasonography guided core needle biopsy of stomach
Ultrasound,SNOMEDCT,710340004,Ultrasonography of limb
Ultrasound,SNOMEDCT,849841000000106,Endoscopic ultrasonography guided fine needle aspiration biopsy of mediastinal lymph node
Ultrasound,SNOMEDCT,431848008,Barbotage of joint using ultrasound guidance
Ultrasound,SNOMEDCT,979101000000107,Ultrasonography guided injection of marker into axilla
Ultrasound,SNOMEDCT,713599004,Post mortem ultrasonography
Ultrasound,SNOMEDCT,431980009,Injection of knee using ultrasound guidance
Ultrasound,SNOMEDCT,714166000,Intraoperative ultrasound of blood vessel
Ultrasound,SNOMEDCT,427112007,Endoscopic ultrasound examination of bile duct and biopsy of lesion of bile duct
Ultrasound,SNOMEDCT,438623001,Bronchoscopic procedure using ultrasound guidance
Ultrasound,SNOMEDCT,83061004,Echocardiography for determining mitral valve motion
Ultrasound,SNOMEDCT,427257009,Laparoscopic ultrasound examination of bile duct
Ultrasound,SNOMEDCT,432239008,Endoscopic US examination of oesophagus
Ultrasound,SNOMEDCT,709618003,Ultrasonography guided injection of joint
Ultrasound,SNOMEDCT,419803002,US scan and drainage of breast
Ultrasound,SNOMEDCT,442876001,Percutaneous drainage of retroperitoneal abscess using ultrasound guidance
Ultrasound,SNOMEDCT,41496004,"Ophthalmic echography with amplitude quantitation, A-mode"
Ultrasound,SNOMEDCT,432638006,US guided barbotage of tendon
Ultrasound,SNOMEDCT,979431000000105,Ultrasonography guided insertion of tunnelled drain into thorax
Ultrasound,SNOMEDCT,11582002,Intraoperative echography
Ultrasound,SNOMEDCT,441552002,Incision of vein using ultrasound guidance
Ultrasound,SNOMEDCT,448011006,High intensity focused ultrasound ablation using ultrasound guidance
Ultrasound,SNOMEDCT,426279007,Laparoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas
Ultrasound,SNOMEDCT,952541000000107,Ultrasonography guided steroid injection
Ultrasound,SNOMEDCT,8073008,Ultrasonic guidance for aspiration of ova
Ultrasound,SNOMEDCT,418030000,US scan and drainage of pelvis
Ultrasound,SNOMEDCT,419941005,US scan and aspiration of scrotum
Ultrasound,SNOMEDCT,419516008,US scan and aspiration of chest
Ultrasound,SNOMEDCT,447263007,Drainage of pelvis by transvaginal approach using ultrasound guidance
Ultrasound,SNOMEDCT,49276007,Echocardiography for determining interventricular septal thickness
Ultrasound,SNOMEDCT,849891000000101,Endoscopic ultrasonography guided fine needle aspiration biopsy of duodenum
Ultrasound,SNOMEDCT,30726001,Ultrasonic guidance for thoracentesis
Ultrasound,SNOMEDCT,940981000000105,Ultrasonography guided injection of subtalar joint
Ultrasound,SNOMEDCT,438813007,Biopsy of kidney using ultrasound guidance
Ultrasound,SNOMEDCT,433221009,Celiac plexus block using ultrasound guidance
Ultrasound,SNOMEDCT,78138006,Echography of spinal canal and contents
Ultrasound,SNOMEDCT,86434001,"Echography of chest, B-scan"
Ultrasound,SNOMEDCT,426859009,Endoscopic ultrasound examination of bile duct
Ultrasound,SNOMEDCT,431718004,Injection of thrombin using ultrasound guidance
Ultrasound,SNOMEDCT,713699007,Vacuum assisted excision of breast using ultrasonographic guidance
Ultrasound,SNOMEDCT,431891003,Injection of intraarticular ligament using ultrasound guidance
Ultrasound,SNOMEDCT,427108001,Endoscopic ultrasound examination of liver
Ultrasound,SNOMEDCT,431203004,US guided injection of tendon
Ultrasound,SNOMEDCT,31683008,"Retroperitoneal echography, B-scan, complete"
Ultrasound,SNOMEDCT,709616004,Ultrasonography guided injection of neck
Ultrasound,SNOMEDCT,447183004,Surgical procedure using stereotactic ultrasound guidance
Ultrasound,SNOMEDCT,442877005,Percutaneous needle biopsy of lung using ultrasound guidance
Ultrasound,SNOMEDCT,850001000000107,Endoscopic ultrasonography guided core needle biopsy
Ultrasound,SNOMEDCT,17375006,Ultrasonic guidance for renal pelvis aspiration
Ultrasound,SNOMEDCT,869391000000102,Left toe brachial pressure index
Ultrasound,SNOMEDCT,979441000000101,Ultrasonography guided insertion of tunnelled drain into abdomen
Ultrasound,SNOMEDCT,61832002,"Echocardiography for determining mitral, aortic and tricuspid valve motion"
Ultrasound,SNOMEDCT,425463001,Endoscopic ultrasound examination of liver and biopsy of lesion of liver
Ultrasound,SNOMEDCT,865581000000108,Endoscopic ultrasonography guided brush biopsy of lesion of pancreas
Ultrasound,SNOMEDCT,431747006,Intravascular US doppler scan of coronary artery
Ultrasound,SNOMEDCT,449061009,Endoscopic ultrasonography and biopsy of retroperitoneum
Ultrasound,SNOMEDCT,432582008,US guided drainage of kidney cyst
Ultrasound,SNOMEDCT,713495007,Ultrasonography of spleen with contrast
Ultrasound,SNOMEDCT,850051000000108,Endoscopic ultrasonography guided drainage
Ultrasound,SNOMEDCT,241475009,US scan of pylorus
Ultrasound,SNOMEDCT,446045006,Ultrasonography by transrectal approach
Ultrasound,SNOMEDCT,25850001,Ultrasonography of thorax
Ultrasound,SNOMEDCT,433058002,Radiofrequency ablation using ultrasound guidance
Ultrasound,SNOMEDCT,108285004,Ultrasound procedure on urinary AND/OR male genital system
Ultrasound,SNOMEDCT,849901000000100,Endoscopic ultrasonography guided core needle biopsy of duodenum
Ultrasound,SNOMEDCT,781671000000105,Left peroneal doppler pressure
Ultrasound,SNOMEDCT,418276008,US scan and aspiration of liver
Ultrasound,SNOMEDCT,426808008,Endoscopic ultrasound examination of pancreas
Ultrasound,SNOMEDCT,447853006,Fine needle aspiration biopsy of neck using ultrasound guidance
Ultrasound,SNOMEDCT,711424006,Ultrasonography guided cholecystostomy
Ultrasound,SNOMEDCT,914001000000103,Ultrasonography guided percutaneous injection of sclerosing agent into long saphenous vein
Ultrasound,SNOMEDCT,431478006,Injection of semimembranosus bursa using ultrasound guidance
Ultrasound,SNOMEDCT,419146001,US scan and aspiration of breast
Ultrasound,SNOMEDCT,432245000,US scan of plantar fascia
Ultrasound,SNOMEDCT,228691000000101,Non routine obstetric scan for fetal observations
Ultrasound,SNOMEDCT,443005005,Diagnostic amniocentesis using ultrasound guidance
Ultrasound,SNOMEDCT,169243002,US great vessel scan
Ultrasound,SNOMEDCT,440492007,Biopsy of thyroid using ultrasound guidance
Ultrasound,SNOMEDCT,418358004,US scan and aspiration of prostate
Ultrasound,SNOMEDCT,850871000000106,Endoscopic ultrasonography guided fine needle aspiration biopsy of pancreas
Ultrasound,SNOMEDCT,439939004,Endoscopic ultrasonography of bronchus
Ultrasound,SNOMEDCT,713683001,Doppler ultrasonography of subclavian vein
Ultrasound,SNOMEDCT,713856004,Ultrasonography of brachial plexus
Ultrasound,SNOMEDCT,419528000,US scan and drainage of upper abdomen
Ultrasound,SNOMEDCT,48996003,"Echography of abdomen, B-scan, limited"
Ultrasound,SNOMEDCT,418474008,US scan and aspiration of upper abdomen
Ultrasound,SNOMEDCT,850091000000100,Endoscopic transbronchial ultrasonography guided fine needle aspiration biopsy
Ultrasound,SNOMEDCT,431979006,Injection of hip using ultrasound guidance
Ultrasound,SNOMEDCT,849951000000104,Endoscopic ultrasonography guided core needle biopsy of pancreas
Ultrasound,SNOMEDCT,420007006,Ultrasound scan and drainage of pancreas
Ultrasound,SNOMEDCT,432147004,US guided injection of hand
Ultrasound,SNOMEDCT,781681000000107,Right peroneal doppler pressure
Ultrasound,SNOMEDCT,430270007,US guided ablation
Ultrasound,SNOMEDCT,431998008,Injection of intermetatarsal bursa using ultrasound guidance
Ultrasound,SNOMEDCT,432216002,US scan of popliteal fossa
Ultrasound,SNOMEDCT,60539009,"Echography of thyroid, B-scan"
Ultrasound,SNOMEDCT,849761000000103,Endoscopic ultrasonography guided fine needle aspiration biopsy of oesophagus
Ultrasound,SNOMEDCT,418196006,US scan and drainage of scrotum
Ultrasound,SNOMEDCT,241462009,US scan of abdominal aorta
Ultrasound,SNOMEDCT,432235002,US guided injection
Ultrasound,SNOMEDCT,433043005,Insertion of drain into abdomen using ultrasound guidance
Ultrasound,SNOMEDCT,446542002,Endoscopic neurolysis of coeliac plexus using ultrasound guidance
Ultrasound,SNOMEDCT,241460001,US scan of aorta
Ultrasound,SNOMEDCT,944891000000107,Ultrasonography guided transcervical radiofrequency ablation of uterine fibroid
Ultrasound,SNOMEDCT,425768009,Laparoscopic ultrasound examination of bile duct and biopsy of lesion of bile duct
Ultrasound,SNOMEDCT,417958008,US scan and drainage of liver
Ultrasound,SNOMEDCT,449209000,Endoscopic ultrasonography and biopsy of mediastinum
Ultrasound,SNOMEDCT,314608008,Laparoscopic ultrasound examination
Ultrasound,SNOMEDCT,850071000000104,Endoscopic ultrasonography guided ethanol ablation
Ultrasound,SNOMEDCT,713684007,Ultrasonography guided aspiration of axilla
Ultrasound,SNOMEDCT,431494004,Extracorporeal shock wave lithotripsy of tendon using ultrasound guidance
Ultrasound,SNOMEDCT,426225003,Diagnostic endoscopic ultrasound examination of peritoneum
Ultrasound,SNOMEDCT,702793000,Ultrasonography guided drainage of pelvis
Ultrasound,SNOMEDCT,751071000000105,Left ankle brachial pressure index
Ultrasound,SNOMEDCT,712811002,Penile brachial pressure index
Ultrasound,SNOMEDCT,444945007,Fine needle aspiration using ultrasound guidance
Ultrasound,SNOMEDCT,105377009,Ultrasonography of liver
Ultrasound,SNOMEDCT,241507002,US scan of orthopedic soft tissues
Ultrasound,SNOMEDCT,328201000000100,Ultrasonography guided aspiration of ganglion cyst
Ultrasound,SNOMEDCT,711547009,Ultrasonography of genital labium
Ultrasound,SNOMEDCT,699579008,Doppler ultrasonography of superior epigastric artery
Ultrasound,SNOMEDCT,419467008,US scan and drainage of kidney
Ultrasound,SNOMEDCT,951000,Ultrasonic guidance for endomyocardial biopsy
Ultrasound,SNOMEDCT,446651002,Upper endoscopic ultrasonography of retroperitoneum
Ultrasound,SNOMEDCT,713208002,Doppler ultrasonography of superior vena cava
Ultrasound,SNOMEDCT,432875004,US guided drainage of neck
Ultrasound,SNOMEDCT,378381000000102,Ultrasound guided venesection
Ultrasound,SNOMEDCT,65388005,Ultrasonic guidance for amniocentesis
Ultrasound,SNOMEDCT,713682006,Ultrasonography guided injection of sacroiliac joint
Ultrasound,SNOMEDCT,417885002,US scan and aspiration of thyroid
Ultrasound,SNOMEDCT,425876002,Endoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas
Ultrasound,SNOMEDCT,419777006,US scan and drainage of thyroid
Ultrasound,SNOMEDCT,448523009,Endoscopic ultrasonography of lung
Ultrasound,SNOMEDCT,433774003,US guided injection of subacromial bursa
Ultrasound,SNOMEDCT,418844005,US scan and drainage of prostate
Ultrasound,SNOMEDCT,432073007,Injection of radioactive tracer into breast using ultrasound guidance
Ultrasound,SNOMEDCT,431514000,Cardiac septostomy using ultrasound guidance
Ultrasound,SNOMEDCT,858291000000108,Ultrasonography guided insertion of tunnelled drain
Ultrasound,SNOMEDCT,431618007,Ultrasonography guided insertion of chest drain
Ultrasound,SNOMEDCT,864421000000107,TBPI - toe brachial pressure index
Ultrasound,SNOMEDCT,397986006,Transesophageal echocardiographic monitoring
Ultrasound,SNOMEDCT,433779008,Injection of dye into breast using ultrasound guidance
Ultrasound,SNOMEDCT,858021000000100,Ultrasonography guided microwave ablation
Ultrasound,SNOMEDCT,914071000000106,Ultrasonography guided percutaneous injection of sclerosing agent into short saphenous vein
Ultrasound,SNOMEDCT,851041000000102,Endoscopic ultrasonography guided examination of pancreatic duct
Ultrasound,SNOMEDCT,911851000000106,Ultrasound guided brachytherapy of prostate
Ultrasound,SNOMEDCT,432106002,US guided injection of foot
Ultrasound,SNOMEDCT,912901000000106,Ultrasonography guided barbotage of shoulder
Ultrasound,SNOMEDCT,3787003,Ultrasonic guidance for needle biopsy
Ultrasound,SNOMEDCT,418539009,US scan and aspiration of salivary glands
Ultrasound,SNOMEDCT,425542000,Ultrasound guided foam sclerotherapy for varicose vein of leg
Ultrasound,SNOMEDCT,433794007,US guided injection of pes anserine bursa
Ultrasound,SNOMEDCT,419791000,US scan and aspiration of pelvis
Ultrasound,SNOMEDCT,310658009,Intravascular ultrasound of coronary artery
Ultrasound,SNOMEDCT,425814009,Laparoscopic ultrasound examination of pancreas
Ultrasound,SNOMEDCT,713216006,Ultrasonography guided drainage of upper limb
Ultrasound,SNOMEDCT,446725005,Endoscopic ultrasonography and biopsy of esophagus
Ultrasound,SNOMEDCT,314614001,Ultrasound guided drainage of pancreatic lesion
Ultrasound,SNOMEDCT,33527008,Ultrasonic guidance for aspiration of cyst
Ultrasound,SNOMEDCT,394719009,Carotid artery doppler assessment
Ultrasound,SNOMEDCT,69610007,Ultrasound for foreign body localization
Ultrasound,SNOMEDCT,438815000,Radiofrequency ablation of lesion of liver using ultrasound guidance
Ultrasound,SNOMEDCT,1787006,Ultrasonic guidance for pericardiocentesis
Ultrasound,SNOMEDCT,252452009,Laser doppler
Ultrasound,SNOMEDCT,847021000000102,Ultrasonography guided injection of Botulinum toxin
Ultrasound,SNOMEDCT,427703003,Diagnostic endoscopic ultrasound examination of peritoneum and biopsy of intraabdominal organ
Ultrasound,SNOMEDCT,418105000,Ultrasonography of inguinal region
Ultrasound,SNOMEDCT,432872001,Injection of ankle using ultrasound guidance
Ultrasound,SNOMEDCT,849981000000105,Endoscopic ultrasonography guided fine needle aspiration
Ultrasound,SNOMEDCT,425813003,Doppler ultrasound scan of middle cerebral artery of fetus
Ultrasound,SNOMEDCT,418705007,US scan and aspiration of pancreas
Ultrasound,SNOMEDCT,442865000,Fine needle aspiration biopsy of thyroid using ultrasound guidance
Ultrasound,SNOMEDCT,108287007,Ultrasound procedure on nervous system AND/OR special sense organ
Ultrasound,SNOMEDCT,709615000,Ultrasonography guided injection of lower limb
Ultrasound,SNOMEDCT,433153009,Chorionic villus sampling using obstetric ultrasound guidance
Ultrasound,SNOMEDCT,849851000000109,Endoscopic ultrasonography guided core needle biopsy of mediastinal lymph node
Ultrasound,SNOMEDCT,169250003,US scan of gallbladder
Ultrasound,SNOMEDCT,825001000000104,Ultrasonography guided ethanol ablation of lesion of parathyroid
Ultrasound,SNOMEDCT,439999002,Compression repair of arterial pseudoaneurysm using ultrasound guidance
Ultrasound,SNOMEDCT,751061000000103,Right ankle brachial pressure index
Ultrasound,SNOMEDCT,849811000000105,Endoscopic ultrasonography guided core needle biopsy of oesophagus
Ultrasound,SNOMEDCT,434368008,US guided injection of medial collateral ligament bursa
Ultrasound,SNOMEDCT,713681004,Ultrasonography guided biopsy of axilla
Ultrasound,SNOMEDCT,425613000,Laparoscopic ultrasound examination of liver and biopsy of lesion of liver
Ultrasound,SNOMEDCT,446886003,Endoscopic ultrasonography of small intestine
Ultrasound,LOINC,12158-2,OB ultrasound imaging device Class
Ultrasound,LOINC,12159-0,Ultrasound scan quality
Ultrasound,LOINC,33151-2,Fetal Head Diameter.biparietal estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33072-0,Gestational age estimated from Abdominal circumference on US by Australian Society of Ultrasound Medicine 2000 method
Ultrasound,LOINC,33079-5,Gestational age estimated from Biparietal diameter on US by Australian Society of Ultrasound Medicine 1989 method
Ultrasound,LOINC,33089-4,Gestational age estimated from Crown rump length on US by Australian Society of Ultrasound Medicine 1991 method
Ultrasound,LOINC,33090-2,Gestational age estimated from Crown rump length on US by Australian Society of Ultrasound Medicine 2000 method
Ultrasound,LOINC,33109-0,Gestational age estimated from Head circumference on US by Australian Society of Ultrasound Medicine 2000 method
Ultrasound,LOINC,33116-5,Gestational age estimated from Humerus length on US by Australian Society of Ultrasound Medicine 2000 method
Ultrasound,LOINC,33119-9,Gestational age estimated from Occipital-frontal diameter on US by Australian Society of Ultrasound Medicine 2000 method
Ultrasound,LOINC,33159-5,Fetal Crown Rump length estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33165-2,Fetal Femur diaphysis [Length] estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33177-7,Fetal Humerus diaphysis [Length] estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33178-5,Occipital frontal diameter estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33145-4,Fetal Abdomen Circumference estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,33172-8,Fetal Head Circumference estimated from gestational age by method of Australian Society of Ultrasound Medicine 2000 (US)
Ultrasound,LOINC,81894-8,Liver ultrasound attenuation by transient elastography
Ultrasound,LOINC,63918-7,Were uterine fibroids confirmed by ultrasound or hysterectomy [PhenX]
Ultrasound,LOINC,11953-7,OB ultrasound imaging device Institution inventory number
Ultrasound,LOINC,35096-7,OB ultrasound panel
Ultrasound,LOINC,35092-6,Urology testicular ultrasound
Ultrasound,LOINC,35093-4,Urology urinary tract ultrasound
Ultrasound,LOINC,12160-8,OB ultrasound imaging device Vendor model number
Ultrasound,LOINC,12161-6,OB ultrasound imaging device Vendor serial number
Ultrasound,LOINC,15317-1,Kidney - left Volume by derived by automated ultrasound testing (US)
Ultrasound,LOINC,15318-9,Kidney - right Volume by derived by automated ultrasound testing (US)
Ultrasound,LOINC,15319-7,Testis - left Volume by derived by automated ultrasound testing (US)
Ultrasound,LOINC,15320-5,Testis - right Volume by derived by automated ultrasound testing (US)
Ultrasound,LOINC,34141-2,Maximum blood flow by US
Ultrasound,LOINC,33869-9,Maximum blood flow kidney artery/Maximum blood flow aorta by US
Ultrasound,LOINC,33868-1,Maximum blood flow stenosis internal carotid artery/Maximum blood flow unobstructed common carotid artery by US
Ultrasound,LOINC,33878-0,Mean blood flow by US
Ultrasound,LOINC,33867-3,Blood velocity/Blood velocity 2 by US
Ultrasound,LOINC,34970-4,Ultrasound date
Ultrasound,LOINC,86349-8,Diagnostic mammogram and ultrasound panel Breast - left Document
Ultrasound,LOINC,86359-7,Diagnostic mammogram and ultrasound panel Breast - right Document
Ultrasound,LOINC,29272-2,Eye ultrasound study
Ultrasound,LOINC,80996-2,Intravascular ultrasound performed
Ultrasound,LOINC,67296-4,Other ultrasound [PhenX]
Ultrasound,LOINC,11616-0,Fetal Heart Narrative Activity US
Ultrasound,LOINC,11615-2,Fetal Heart Activity US
Ultrasound,LOINC,11618-6,Fetal Limbs Narrative Activity US
Ultrasound,LOINC,11617-8,Fetal Limbs Activity US
Ultrasound,LOINC,11620-2,Fetal Respiratory Narrative Activity US
Ultrasound,LOINC,11619-4,Fetal Respiratory Activity US
Ultrasound,LOINC,11622-8,Fetal Trunk Narrative Activity US
Ultrasound,LOINC,11621-0,Fetal Trunk Activity US
Ultrasound,LOINC,48770-2,Fetal Biophysical profile panel US
Ultrasound,LOINC,11630-1,Fetal Biophysical profile.amniotic fluid volume US
Ultrasound,LOINC,11631-9,Fetal Biophysical profile.body movement US
Ultrasound,LOINC,11632-7,Fetal Biophysical profile.breathing movement US
Ultrasound,LOINC,11633-5,Fetal Biophysical profile.heart rate reactivity US
Ultrasound,LOINC,11635-0,Fetal Biophysical profile.tone US
Ultrasound,LOINC,11847-1,Ovary - left largest follicle Maximum diameter US
Ultrasound,LOINC,11848-9,Ovary - right largest follicle Maximum diameter US
Ultrasound,LOINC,11870-3,Examination level ultrasound
Ultrasound,LOINC,18848-2,Narrative Fetal position US
Ultrasound,LOINC,11875-2,Fetal position US
Ultrasound,LOINC,18850-8,Narrative Fetal presentation US
Ultrasound,LOINC,11877-8,Fetal presentation US
Ultrasound,LOINC,11878-6,Number of fetuses by US
Ultrasound,LOINC,11879-4,Ovary - left [#] Follicles US
Ultrasound,LOINC,11880-2,Ovary - right [#] Follicles US
Ultrasound,LOINC,18851-6,Fetal Placenta Grade US (narrative)
Ultrasound,LOINC,11946-1,Fetal Placenta Grade US
Ultrasound,LOINC,42138-8,US Guidance for localization of placenta
Ultrasound,LOINC,11950-3,Fetal Narrative Identification criteria US
Ultrasound,LOINC,11949-5,Fetal Identification criteria US
Ultrasound,LOINC,11952-9,Fetal Umbilical cord.placenta Narrative Insertion site US
