Value Set Name,Code,Code System
MIPS 358 Encounter,27137,CPT
MIPS 358 Encounter,27138,CPT
MIPS 358 Encounter,27140,CPT
MIPS 358 Encounter,27146,CPT
MIPS 358 Encounter,27147,CPT
MIPS 358 Encounter,27151,CPT
MIPS 358 Encounter,27156,CPT
MIPS 358 Encounter,27158,CPT
MIPS 358 Encounter,27161,CPT
MIPS 358 Encounter,27165,CPT
MIPS 358 Encounter,27170,CPT
MIPS 358 Encounter,27176,CPT
MIPS 358 Encounter,27177,CPT
MIPS 358 Encounter,27179,CPT
MIPS 358 Encounter,27181,CPT
MIPS 358 Encounter,27187,CPT
MIPS 358 Encounter,27202,CPT
MIPS 358 Encounter,27226,CPT
MIPS 358 Encounter,27227,CPT
MIPS 358 Encounter,27228,CPT
MIPS 358 Encounter,27235,CPT
MIPS 358 Encounter,27236,CPT
MIPS 358 Encounter,27238,CPT
MIPS 358 Encounter,27244,CPT
MIPS 358 Encounter,27245,CPT
MIPS 358 Encounter,27248,CPT
MIPS 358 Encounter,27253,CPT
MIPS 358 Encounter,27254,CPT
MIPS 358 Encounter,27258,CPT
MIPS 358 Encounter,27259,CPT
MIPS 358 Encounter,27267,CPT
MIPS 358 Encounter,27269,CPT
MIPS 358 Encounter,27280,CPT
MIPS 358 Encounter,27290,CPT
MIPS 358 Encounter,27295,CPT
MIPS 358 Encounter,27299,CPT
MIPS 358 Encounter,27301,CPT
MIPS 358 Encounter,27303,CPT
MIPS 358 Encounter,27305,CPT
MIPS 358 Encounter,27307,CPT
MIPS 358 Encounter,27310,CPT
MIPS 358 Encounter,27327,CPT
MIPS 358 Encounter,27328,CPT
MIPS 358 Encounter,27329,CPT
MIPS 358 Encounter,27331,CPT
MIPS 358 Encounter,27332,CPT
MIPS 358 Encounter,27333,CPT
MIPS 358 Encounter,27334,CPT
MIPS 358 Encounter,27335,CPT
MIPS 358 Encounter,27337,CPT
MIPS 358 Encounter,27339,CPT
MIPS 358 Encounter,27340,CPT
MIPS 358 Encounter,27345,CPT
MIPS 358 Encounter,27347,CPT
MIPS 358 Encounter,27350,CPT
MIPS 358 Encounter,27355,CPT
MIPS 358 Encounter,27356,CPT
MIPS 358 Encounter,27357,CPT
MIPS 358 Encounter,27360,CPT
MIPS 358 Encounter,27364,CPT
MIPS 358 Encounter,27365,CPT
MIPS 358 Encounter,27365,CPT
MIPS 358 Encounter,27372,CPT
MIPS 358 Encounter,27380,CPT
MIPS 358 Encounter,27381,CPT
MIPS 358 Encounter,27385,CPT
MIPS 358 Encounter,27386,CPT
MIPS 358 Encounter,27390,CPT
MIPS 358 Encounter,27392,CPT
MIPS 358 Encounter,27403,CPT
MIPS 358 Encounter,27405,CPT
MIPS 358 Encounter,27407,CPT
MIPS 358 Encounter,27409,CPT
MIPS 358 Encounter,27412,CPT
MIPS 358 Encounter,27415,CPT
MIPS 358 Encounter,27416,CPT
MIPS 358 Encounter,27418,CPT
MIPS 358 Encounter,27420,CPT
MIPS 358 Encounter,27422,CPT
MIPS 358 Encounter,27424,CPT
MIPS 358 Encounter,27425,CPT
MIPS 358 Encounter,27427,CPT
MIPS 358 Encounter,27428,CPT
MIPS 358 Encounter,27429,CPT
MIPS 358 Encounter,27430,CPT
MIPS 358 Encounter,27435,CPT
MIPS 358 Encounter,27437,CPT
MIPS 358 Encounter,27438,CPT
MIPS 358 Encounter,27440,CPT
MIPS 358 Encounter,27441,CPT
MIPS 358 Encounter,27442,CPT
MIPS 358 Encounter,27443,CPT
MIPS 358 Encounter,27445,CPT
MIPS 358 Encounter,27446,CPT
MIPS 358 Encounter,27447,CPT
MIPS 358 Encounter,27448,CPT
MIPS 358 Encounter,27450,CPT
MIPS 358 Encounter,27454,CPT
MIPS 358 Encounter,27455,CPT
MIPS 358 Encounter,27457,CPT
MIPS 358 Encounter,27465,CPT
MIPS 358 Encounter,27466,CPT
MIPS 358 Encounter,27468,CPT
MIPS 358 Encounter,27470,CPT
MIPS 358 Encounter,27472,CPT
MIPS 358 Encounter,27477,CPT
MIPS 358 Encounter,27485,CPT
MIPS 358 Encounter,27486,CPT
MIPS 358 Encounter,27487,CPT
MIPS 358 Encounter,27488,CPT
MIPS 358 Encounter,27495,CPT
MIPS 358 Encounter,27496,CPT
MIPS 358 Encounter,27497,CPT
MIPS 358 Encounter,27498,CPT
MIPS 358 Encounter,27499,CPT
MIPS 358 Encounter,27506,CPT
MIPS 358 Encounter,27507,CPT
MIPS 358 Encounter,27509,CPT
MIPS 358 Encounter,27511,CPT
MIPS 358 Encounter,27513,CPT
MIPS 358 Encounter,27514,CPT
MIPS 358 Encounter,27519,CPT
MIPS 358 Encounter,27524,CPT
MIPS 358 Encounter,27535,CPT
MIPS 358 Encounter,27536,CPT
MIPS 358 Encounter,27540,CPT
MIPS 358 Encounter,27556,CPT
MIPS 358 Encounter,27557,CPT
MIPS 358 Encounter,27566,CPT
MIPS 358 Encounter,27580,CPT
MIPS 358 Encounter,27590,CPT
MIPS 358 Encounter,27591,CPT
MIPS 358 Encounter,27592,CPT
MIPS 358 Encounter,27594,CPT
MIPS 358 Encounter,27596,CPT
MIPS 358 Encounter,27598,CPT
MIPS 358 Encounter,27599,CPT
MIPS 358 Encounter,27600,CPT
MIPS 358 Encounter,27601,CPT
MIPS 358 Encounter,27602,CPT
MIPS 358 Encounter,27603,CPT
MIPS 358 Encounter,27604,CPT
MIPS 358 Encounter,27605,CPT
MIPS 358 Encounter,27606,CPT
MIPS 358 Encounter,27607,CPT
MIPS 358 Encounter,27610,CPT
MIPS 358 Encounter,27612,CPT
MIPS 358 Encounter,27615,CPT
MIPS 358 Encounter,27616,CPT
MIPS 358 Encounter,27618,CPT
MIPS 358 Encounter,27619,CPT
MIPS 358 Encounter,27620,CPT
MIPS 358 Encounter,27625,CPT
MIPS 358 Encounter,27626,CPT
MIPS 358 Encounter,27630,CPT
MIPS 358 Encounter,27632,CPT
MIPS 358 Encounter,27634,CPT
MIPS 358 Encounter,27635,CPT
MIPS 358 Encounter,27637,CPT
MIPS 358 Encounter,27638,CPT
MIPS 358 Encounter,27640,CPT
MIPS 358 Encounter,27641,CPT
MIPS 358 Encounter,27645,CPT
MIPS 358 Encounter,27646,CPT
MIPS 358 Encounter,27647,CPT
MIPS 358 Encounter,27650,CPT
MIPS 358 Encounter,27652,CPT
MIPS 358 Encounter,27654,CPT
MIPS 358 Encounter,27656,CPT
MIPS 358 Encounter,27658,CPT
MIPS 358 Encounter,27659,CPT
MIPS 358 Encounter,27664,CPT
MIPS 358 Encounter,27665,CPT
MIPS 358 Encounter,27675,CPT
MIPS 358 Encounter,27676,CPT
MIPS 358 Encounter,27680,CPT
MIPS 358 Encounter,27681,CPT
MIPS 358 Encounter,27685,CPT
MIPS 358 Encounter,27686,CPT
MIPS 358 Encounter,27687,CPT
MIPS 358 Encounter,27695,CPT
MIPS 358 Encounter,27696,CPT
MIPS 358 Encounter,27698,CPT
MIPS 358 Encounter,27700,CPT
MIPS 358 Encounter,27702,CPT
MIPS 358 Encounter,27703,CPT
MIPS 358 Encounter,27704,CPT
MIPS 358 Encounter,27705,CPT
MIPS 358 Encounter,27707,CPT
MIPS 358 Encounter,27709,CPT
MIPS 358 Encounter,27715,CPT
MIPS 358 Encounter,27720,CPT
MIPS 358 Encounter,27722,CPT
MIPS 358 Encounter,27724,CPT
MIPS 358 Encounter,27725,CPT
MIPS 358 Encounter,27726,CPT
MIPS 358 Encounter,27745,CPT
MIPS 358 Encounter,27756,CPT
MIPS 358 Encounter,27758,CPT
MIPS 358 Encounter,27759,CPT
MIPS 358 Encounter,27766,CPT
MIPS 358 Encounter,27769,CPT
MIPS 358 Encounter,27784,CPT
MIPS 358 Encounter,27792,CPT
MIPS 358 Encounter,27814,CPT
MIPS 358 Encounter,27822,CPT
MIPS 358 Encounter,27823,CPT
MIPS 358 Encounter,27826,CPT
MIPS 358 Encounter,27827,CPT
MIPS 358 Encounter,27828,CPT
MIPS 358 Encounter,27829,CPT
MIPS 358 Encounter,27832,CPT
MIPS 358 Encounter,27846,CPT
MIPS 358 Encounter,27848,CPT
MIPS 358 Encounter,27880,CPT
MIPS 358 Encounter,27881,CPT
MIPS 358 Encounter,27882,CPT
MIPS 358 Encounter,27884,CPT
MIPS 358 Encounter,27886,CPT
MIPS 358 Encounter,27888,CPT
MIPS 358 Encounter,27889,CPT
MIPS 358 Encounter,27892,CPT
MIPS 358 Encounter,27893,CPT
MIPS 358 Encounter,27894,CPT
MIPS 358 Encounter,27899,CPT
MIPS 358 Encounter,28002,CPT
MIPS 358 Encounter,28003,CPT
MIPS 358 Encounter,28039,CPT
MIPS 358 Encounter,28041,CPT
MIPS 358 Encounter,28043,CPT
MIPS 358 Encounter,28045,CPT
MIPS 358 Encounter,28046,CPT
MIPS 358 Encounter,28047,CPT
MIPS 358 Encounter,28192,CPT
MIPS 358 Encounter,28193,CPT
MIPS 358 Encounter,28291,CPT
MIPS 358 Encounter,28415,CPT
MIPS 358 Encounter,28420,CPT
MIPS 358 Encounter,28445,CPT
MIPS 358 Encounter,28446,CPT
MIPS 358 Encounter,28465,CPT
MIPS 358 Encounter,28485,CPT
MIPS 358 Encounter,28505,CPT
MIPS 358 Encounter,28525,CPT
MIPS 358 Encounter,28531,CPT
MIPS 358 Encounter,28555,CPT
MIPS 358 Encounter,28585,CPT
MIPS 358 Encounter,28615,CPT
MIPS 358 Encounter,28645,CPT
MIPS 358 Encounter,28675,CPT
MIPS 358 Encounter,28705,CPT
MIPS 358 Encounter,28715,CPT
MIPS 358 Encounter,28725,CPT
MIPS 358 Encounter,28730,CPT
MIPS 358 Encounter,28735,CPT
MIPS 358 Encounter,28737,CPT
MIPS 358 Encounter,28800,CPT
MIPS 358 Encounter,28805,CPT
MIPS 358 Encounter,28810,CPT
MIPS 358 Encounter,28820,CPT
MIPS 358 Encounter,28825,CPT
MIPS 358 Encounter,29806,CPT
MIPS 358 Encounter,29807,CPT
MIPS 358 Encounter,29819,CPT
MIPS 358 Encounter,29820,CPT
MIPS 358 Encounter,29821,CPT
MIPS 358 Encounter,29822,CPT
MIPS 358 Encounter,29823,CPT
MIPS 358 Encounter,29824,CPT
MIPS 358 Encounter,29825,CPT
MIPS 358 Encounter,29827,CPT
MIPS 358 Encounter,29828,CPT
MIPS 358 Encounter,29834,CPT
MIPS 358 Encounter,29835,CPT
MIPS 358 Encounter,29837,CPT
MIPS 358 Encounter,29838,CPT
MIPS 358 Encounter,29844,CPT
MIPS 358 Encounter,29846,CPT
MIPS 358 Encounter,29847,CPT
MIPS 358 Encounter,29850,CPT
MIPS 358 Encounter,29855,CPT
MIPS 358 Encounter,29862,CPT
MIPS 358 Encounter,29866,CPT
MIPS 358 Encounter,29867,CPT
MIPS 358 Encounter,29868,CPT
MIPS 358 Encounter,29871,CPT
MIPS 358 Encounter,29873,CPT
MIPS 358 Encounter,29874,CPT
MIPS 358 Encounter,29875,CPT
MIPS 358 Encounter,29876,CPT
MIPS 358 Encounter,29877,CPT
MIPS 358 Encounter,29879,CPT
MIPS 358 Encounter,29880,CPT
MIPS 358 Encounter,29881,CPT
MIPS 358 Encounter,29882,CPT
MIPS 358 Encounter,29883,CPT
MIPS 358 Encounter,29884,CPT
MIPS 358 Encounter,29885,CPT
MIPS 358 Encounter,29886,CPT
MIPS 358 Encounter,29887,CPT
MIPS 358 Encounter,29888,CPT
MIPS 358 Encounter,29889,CPT
MIPS 358 Encounter,29891,CPT
MIPS 358 Encounter,29893,CPT
MIPS 358 Encounter,29895,CPT
MIPS 358 Encounter,29897,CPT
MIPS 358 Encounter,29898,CPT
MIPS 358 Encounter,29904,CPT
MIPS 358 Encounter,29905,CPT
MIPS 358 Encounter,29906,CPT
MIPS 358 Encounter,29907,CPT
MIPS 358 Encounter,29914,CPT
MIPS 358 Encounter,29915,CPT
MIPS 358 Encounter,29916,CPT
MIPS 358 Encounter,29999,CPT
MIPS 358 Encounter,31300,CPT
MIPS 358 Encounter,31320,CPT
MIPS 358 Encounter,31360,CPT
MIPS 358 Encounter,31365,CPT
MIPS 358 Encounter,31367,CPT
MIPS 358 Encounter,31370,CPT
MIPS 358 Encounter,31375,CPT
MIPS 358 Encounter,31380,CPT
MIPS 358 Encounter,31382,CPT
MIPS 358 Encounter,31390,CPT
MIPS 358 Encounter,31395,CPT
MIPS 358 Encounter,31400,CPT
MIPS 358 Encounter,31420,CPT
MIPS 358 Encounter,31580,CPT
MIPS 358 Encounter,31587,CPT
MIPS 358 Encounter,31590,CPT
MIPS 358 Encounter,31599,CPT
MIPS 358 Encounter,31611,CPT
MIPS 358 Encounter,31614,CPT
MIPS 358 Encounter,31750,CPT
MIPS 358 Encounter,31755,CPT
MIPS 358 Encounter,31760,CPT
MIPS 358 Encounter,31775,CPT
MIPS 358 Encounter,31780,CPT
MIPS 358 Encounter,31781,CPT
MIPS 358 Encounter,31785,CPT
MIPS 358 Encounter,31786,CPT
MIPS 358 Encounter,31800,CPT
MIPS 358 Encounter,31820,CPT
MIPS 358 Encounter,31825,CPT
MIPS 358 Encounter,31899,CPT
MIPS 358 Encounter,32035,CPT
MIPS 358 Encounter,32036,CPT
MIPS 358 Encounter,32100,CPT
MIPS 358 Encounter,32110,CPT
MIPS 358 Encounter,32120,CPT
MIPS 358 Encounter,32124,CPT
MIPS 358 Encounter,32140,CPT
MIPS 358 Encounter,32141,CPT
MIPS 358 Encounter,32150,CPT
MIPS 358 Encounter,32151,CPT
MIPS 358 Encounter,32160,CPT
MIPS 358 Encounter,32200,CPT
MIPS 358 Encounter,32215,CPT
MIPS 358 Encounter,32220,CPT
MIPS 358 Encounter,32225,CPT
MIPS 358 Encounter,32310,CPT
MIPS 358 Encounter,32320,CPT
MIPS 358 Encounter,32440,CPT
MIPS 358 Encounter,32442,CPT
MIPS 358 Encounter,32445,CPT
MIPS 358 Encounter,32480,CPT
MIPS 358 Encounter,32482,CPT
MIPS 358 Encounter,32484,CPT
MIPS 358 Encounter,32486,CPT
MIPS 358 Encounter,32488,CPT
MIPS 358 Encounter,32491,CPT
MIPS 358 Encounter,32503,CPT
MIPS 358 Encounter,32504,CPT
MIPS 358 Encounter,32505,CPT
MIPS 358 Encounter,32540,CPT
MIPS 358 Encounter,32560,CPT
MIPS 358 Encounter,32650,CPT
MIPS 358 Encounter,32651,CPT
MIPS 358 Encounter,32652,CPT
MIPS 358 Encounter,32653,CPT
MIPS 358 Encounter,32654,CPT
MIPS 358 Encounter,32655,CPT
MIPS 358 Encounter,32656,CPT
MIPS 358 Encounter,32658,CPT
MIPS 358 Encounter,32659,CPT
MIPS 358 Encounter,32661,CPT
MIPS 358 Encounter,32662,CPT
MIPS 358 Encounter,32663,CPT
MIPS 358 Encounter,32664,CPT
MIPS 358 Encounter,32665,CPT
MIPS 358 Encounter,32666,CPT
MIPS 358 Encounter,32669,CPT
MIPS 358 Encounter,32670,CPT
MIPS 358 Encounter,32671,CPT
MIPS 358 Encounter,32672,CPT
MIPS 358 Encounter,32800,CPT
MIPS 358 Encounter,32810,CPT
MIPS 358 Encounter,32815,CPT
MIPS 358 Encounter,32820,CPT
MIPS 358 Encounter,32900,CPT
MIPS 358 Encounter,32905,CPT
MIPS 358 Encounter,32906,CPT
MIPS 358 Encounter,32940,CPT
MIPS 358 Encounter,32999,CPT
MIPS 358 Encounter,33020,CPT
MIPS 358 Encounter,33025,CPT
MIPS 358 Encounter,33030,CPT
MIPS 358 Encounter,33031,CPT
MIPS 358 Encounter,33050,CPT
MIPS 358 Encounter,33300,CPT
MIPS 358 Encounter,33310,CPT
MIPS 358 Encounter,33320,CPT
MIPS 358 Encounter,33875,CPT
MIPS 358 Encounter,33877,CPT
MIPS 358 Encounter,33880,CPT
MIPS 358 Encounter,33881,CPT
MIPS 358 Encounter,33883,CPT
MIPS 358 Encounter,33886,CPT
MIPS 358 Encounter,33889,CPT
MIPS 358 Encounter,33891,CPT
MIPS 358 Encounter,34001,CPT
MIPS 358 Encounter,34051,CPT
MIPS 358 Encounter,34101,CPT
MIPS 358 Encounter,34111,CPT
MIPS 358 Encounter,34151,CPT
MIPS 358 Encounter,34201,CPT
MIPS 358 Encounter,34203,CPT
MIPS 358 Encounter,34401,CPT
MIPS 358 Encounter,34421,CPT
MIPS 358 Encounter,34451,CPT
MIPS 358 Encounter,34471,CPT
MIPS 358 Encounter,34490,CPT
MIPS 358 Encounter,34501,CPT
MIPS 358 Encounter,34502,CPT
MIPS 358 Encounter,34510,CPT
MIPS 358 Encounter,34520,CPT
MIPS 358 Encounter,34530,CPT
MIPS 358 Encounter,34800,CPT
MIPS 358 Encounter,34802,CPT
MIPS 358 Encounter,34803,CPT
MIPS 358 Encounter,34804,CPT
MIPS 358 Encounter,34805,CPT
MIPS 358 Encounter,34812,CPT
MIPS 358 Encounter,34820,CPT
MIPS 358 Encounter,34825,CPT
MIPS 358 Encounter,34830,CPT
MIPS 358 Encounter,34831,CPT
MIPS 358 Encounter,34832,CPT
MIPS 358 Encounter,34833,CPT
MIPS 358 Encounter,34834,CPT
MIPS 358 Encounter,34900,CPT
MIPS 358 Encounter,35001,CPT
MIPS 358 Encounter,35002,CPT
MIPS 358 Encounter,35005,CPT
MIPS 358 Encounter,35011,CPT
MIPS 358 Encounter,35013,CPT
MIPS 358 Encounter,35021,CPT
MIPS 358 Encounter,35045,CPT
MIPS 358 Encounter,35081,CPT
MIPS 358 Encounter,35082,CPT
MIPS 358 Encounter,35091,CPT
MIPS 358 Encounter,35092,CPT
MIPS 358 Encounter,35102,CPT
MIPS 358 Encounter,35103,CPT
MIPS 358 Encounter,35111,CPT
MIPS 358 Encounter,35112,CPT
MIPS 358 Encounter,35121,CPT
MIPS 358 Encounter,35122,CPT
MIPS 358 Encounter,35131,CPT
MIPS 358 Encounter,35132,CPT
MIPS 358 Encounter,35141,CPT
MIPS 358 Encounter,35142,CPT
MIPS 358 Encounter,35151,CPT
MIPS 358 Encounter,35152,CPT
MIPS 358 Encounter,35184,CPT
MIPS 358 Encounter,35189,CPT
MIPS 358 Encounter,35190,CPT
MIPS 358 Encounter,35201,CPT
MIPS 358 Encounter,35206,CPT
MIPS 358 Encounter,35207,CPT
MIPS 358 Encounter,35211,CPT
MIPS 358 Encounter,35216,CPT
MIPS 358 Encounter,35221,CPT
MIPS 358 Encounter,35226,CPT
MIPS 358 Encounter,35231,CPT
MIPS 358 Encounter,35236,CPT
MIPS 358 Encounter,35246,CPT
MIPS 358 Encounter,35251,CPT
MIPS 358 Encounter,35256,CPT
MIPS 358 Encounter,35261,CPT
MIPS 358 Encounter,35266,CPT
MIPS 358 Encounter,35271,CPT
MIPS 358 Encounter,35281,CPT
MIPS 358 Encounter,35286,CPT
MIPS 358 Encounter,35301,CPT
MIPS 358 Encounter,35302,CPT
MIPS 358 Encounter,35303,CPT
MIPS 358 Encounter,35304,CPT
MIPS 358 Encounter,35305,CPT
MIPS 358 Encounter,35311,CPT
MIPS 358 Encounter,35321,CPT
MIPS 358 Encounter,35331,CPT
MIPS 358 Encounter,35341,CPT
MIPS 358 Encounter,35351,CPT
MIPS 358 Encounter,35355,CPT
MIPS 358 Encounter,35361,CPT
MIPS 358 Encounter,35363,CPT
MIPS 358 Encounter,35371,CPT
MIPS 358 Encounter,35372,CPT
MIPS 358 Encounter,35501,CPT
MIPS 358 Encounter,35506,CPT
MIPS 358 Encounter,35508,CPT
MIPS 358 Encounter,35509,CPT
MIPS 358 Encounter,35510,CPT
MIPS 358 Encounter,35512,CPT
MIPS 358 Encounter,35515,CPT
MIPS 358 Encounter,35516,CPT
MIPS 358 Encounter,35518,CPT
MIPS 358 Encounter,35521,CPT
MIPS 358 Encounter,35522,CPT
MIPS 358 Encounter,35523,CPT
MIPS 358 Encounter,35525,CPT
MIPS 358 Encounter,35526,CPT
MIPS 358 Encounter,35531,CPT
MIPS 358 Encounter,35533,CPT
MIPS 358 Encounter,35535,CPT
MIPS 358 Encounter,35536,CPT
MIPS 358 Encounter,35537,CPT
MIPS 358 Encounter,35538,CPT
MIPS 358 Encounter,35539,CPT
MIPS 358 Encounter,35540,CPT
MIPS 358 Encounter,35556,CPT
MIPS 358 Encounter,35558,CPT
MIPS 358 Encounter,35560,CPT
MIPS 358 Encounter,35563,CPT
MIPS 358 Encounter,35565,CPT
MIPS 358 Encounter,35566,CPT
MIPS 358 Encounter,35570,CPT
MIPS 358 Encounter,35571,CPT
MIPS 358 Encounter,35583,CPT
MIPS 358 Encounter,35585,CPT
MIPS 358 Encounter,35587,CPT
MIPS 358 Encounter,35601,CPT
MIPS 358 Encounter,35606,CPT
MIPS 358 Encounter,35612,CPT
MIPS 358 Encounter,35616,CPT
MIPS 358 Encounter,35621,CPT
MIPS 358 Encounter,35623,CPT
MIPS 358 Encounter,35626,CPT
MIPS 358 Encounter,35631,CPT
MIPS 358 Encounter,35632,CPT
MIPS 358 Encounter,35633,CPT
MIPS 358 Encounter,35634,CPT
MIPS 358 Encounter,35636,CPT
MIPS 358 Encounter,35637,CPT
MIPS 358 Encounter,35638,CPT
MIPS 358 Encounter,35642,CPT
MIPS 358 Encounter,35645,CPT
MIPS 358 Encounter,35646,CPT
MIPS 358 Encounter,35647,CPT
MIPS 358 Encounter,35650,CPT
MIPS 358 Encounter,35654,CPT
MIPS 358 Encounter,35656,CPT
MIPS 358 Encounter,35661,CPT
MIPS 358 Encounter,35663,CPT
MIPS 358 Encounter,35665,CPT
MIPS 358 Encounter,35666,CPT
MIPS 358 Encounter,35671,CPT
MIPS 358 Encounter,35691,CPT
MIPS 358 Encounter,35693,CPT
MIPS 358 Encounter,35694,CPT
MIPS 358 Encounter,35695,CPT
MIPS 358 Encounter,35701,CPT
MIPS 358 Encounter,35721,CPT
MIPS 358 Encounter,35741,CPT
MIPS 358 Encounter,35761,CPT
MIPS 358 Encounter,35800,CPT
MIPS 358 Encounter,35820,CPT
MIPS 358 Encounter,35840,CPT
MIPS 358 Encounter,35860,CPT
MIPS 358 Encounter,35870,CPT
MIPS 358 Encounter,35875,CPT
MIPS 358 Encounter,35876,CPT
MIPS 358 Encounter,35879,CPT
MIPS 358 Encounter,35881,CPT
MIPS 358 Encounter,35883,CPT
MIPS 358 Encounter,35884,CPT
MIPS 358 Encounter,35901,CPT
MIPS 358 Encounter,35903,CPT
MIPS 358 Encounter,35905,CPT
MIPS 358 Encounter,35907,CPT
MIPS 358 Encounter,36475,CPT
MIPS 358 Encounter,36478,CPT
MIPS 358 Encounter,36818,CPT
MIPS 358 Encounter,36819,CPT
MIPS 358 Encounter,36830,CPT
MIPS 358 Encounter,36838,CPT
MIPS 358 Encounter,36902,CPT
MIPS 358 Encounter,36905,CPT
MIPS 358 Encounter,36907,CPT
MIPS 358 Encounter,37140,CPT
MIPS 358 Encounter,37160,CPT
MIPS 358 Encounter,37180,CPT
MIPS 358 Encounter,37181,CPT
MIPS 358 Encounter,37215,CPT
MIPS 358 Encounter,37220,CPT
MIPS 358 Encounter,37221,CPT
MIPS 358 Encounter,37224,CPT
MIPS 358 Encounter,37225,CPT
MIPS 358 Encounter,37226,CPT
MIPS 358 Encounter,37227,CPT
MIPS 358 Encounter,37228,CPT
MIPS 358 Encounter,37229,CPT
MIPS 358 Encounter,37230,CPT
MIPS 358 Encounter,37231,CPT
MIPS 358 Encounter,37246,CPT
MIPS 358 Encounter,37247,CPT
MIPS 358 Encounter,37248,CPT
MIPS 358 Encounter,37249,CPT
MIPS 358 Encounter,37500,CPT
MIPS 358 Encounter,37565,CPT
MIPS 358 Encounter,37605,CPT
MIPS 358 Encounter,37607,CPT
MIPS 358 Encounter,37615,CPT
MIPS 358 Encounter,37616,CPT
MIPS 358 Encounter,37617,CPT
MIPS 358 Encounter,37618,CPT
MIPS 358 Encounter,37650,CPT
MIPS 358 Encounter,37660,CPT
MIPS 358 Encounter,37700,CPT
MIPS 358 Encounter,37718,CPT
MIPS 358 Encounter,37718,CPT
MIPS 358 Encounter,37722,CPT
MIPS 358 Encounter,37735,CPT
MIPS 358 Encounter,37760,CPT
MIPS 358 Encounter,37761,CPT
MIPS 358 Encounter,37765,CPT
MIPS 358 Encounter,37766,CPT
MIPS 358 Encounter,37780,CPT
MIPS 358 Encounter,37785,CPT
MIPS 358 Encounter,37799,CPT
MIPS 358 Encounter,38100,CPT
MIPS 358 Encounter,38101,CPT
MIPS 358 Encounter,38115,CPT
MIPS 358 Encounter,38120,CPT
MIPS 358 Encounter,38129,CPT
MIPS 358 Encounter,38230,CPT
MIPS 358 Encounter,38305,CPT
MIPS 358 Encounter,38308,CPT
MIPS 358 Encounter,38380,CPT
MIPS 358 Encounter,38381,CPT
MIPS 358 Encounter,38382,CPT
MIPS 358 Encounter,38542,CPT
MIPS 358 Encounter,38550,CPT
MIPS 358 Encounter,38555,CPT
MIPS 358 Encounter,38562,CPT
MIPS 358 Encounter,38564,CPT
MIPS 358 Encounter,38570,CPT
MIPS 358 Encounter,38571,CPT
MIPS 358 Encounter,38572,CPT
MIPS 358 Encounter,38589,CPT
MIPS 358 Encounter,38700,CPT
MIPS 358 Encounter,38720,CPT
MIPS 358 Encounter,38724,CPT
MIPS 358 Encounter,38740,CPT
MIPS 358 Encounter,38745,CPT
MIPS 358 Encounter,38760,CPT
MIPS 358 Encounter,38765,CPT
MIPS 358 Encounter,38770,CPT
MIPS 358 Encounter,38780,CPT
MIPS 358 Encounter,38999,CPT
MIPS 358 Encounter,39000,CPT
MIPS 358 Encounter,39010,CPT
MIPS 358 Encounter,39200,CPT
MIPS 358 Encounter,39220,CPT
MIPS 358 Encounter,39499,CPT
MIPS 358 Encounter,39501,CPT
MIPS 358 Encounter,39503,CPT
MIPS 358 Encounter,39540,CPT
MIPS 358 Encounter,39541,CPT
MIPS 358 Encounter,39545,CPT
MIPS 358 Encounter,39560,CPT
MIPS 358 Encounter,39561,CPT
MIPS 358 Encounter,39599,CPT
MIPS 358 Encounter,40510,CPT
MIPS 358 Encounter,40520,CPT
MIPS 358 Encounter,40525,CPT
MIPS 358 Encounter,40530,CPT
MIPS 358 Encounter,40650,CPT
MIPS 358 Encounter,40652,CPT
MIPS 358 Encounter,40800,CPT
MIPS 358 Encounter,40801,CPT
MIPS 358 Encounter,40810,CPT
MIPS 358 Encounter,40812,CPT
MIPS 358 Encounter,40814,CPT
MIPS 358 Encounter,40816,CPT
MIPS 358 Encounter,41000,CPT
MIPS 358 Encounter,41005,CPT
MIPS 358 Encounter,41006,CPT
MIPS 358 Encounter,41007,CPT
MIPS 358 Encounter,41008,CPT
MIPS 358 Encounter,41009,CPT
MIPS 358 Encounter,41016,CPT
MIPS 358 Encounter,41017,CPT
MIPS 358 Encounter,41018,CPT
MIPS 358 Encounter,41110,CPT
MIPS 358 Encounter,41112,CPT
MIPS 358 Encounter,41113,CPT
MIPS 358 Encounter,41114,CPT
MIPS 358 Encounter,41116,CPT
MIPS 358 Encounter,41120,CPT
MIPS 358 Encounter,41130,CPT
MIPS 358 Encounter,41135,CPT
MIPS 358 Encounter,41140,CPT
MIPS 358 Encounter,41145,CPT
MIPS 358 Encounter,41150,CPT
MIPS 358 Encounter,41153,CPT
MIPS 358 Encounter,41155,CPT
MIPS 358 Encounter,41599,CPT
MIPS 358 Encounter,41806,CPT
MIPS 358 Encounter,41820,CPT
MIPS 358 Encounter,41822,CPT
MIPS 358 Encounter,41823,CPT
MIPS 358 Encounter,41825,CPT
MIPS 358 Encounter,41826,CPT
MIPS 358 Encounter,41830,CPT
MIPS 358 Encounter,41850,CPT
MIPS 358 Encounter,42104,CPT
MIPS 358 Encounter,42106,CPT
MIPS 358 Encounter,42107,CPT
MIPS 358 Encounter,42120,CPT
MIPS 358 Encounter,42140,CPT
MIPS 358 Encounter,42145,CPT
MIPS 358 Encounter,42160,CPT
MIPS 358 Encounter,42210,CPT
