Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pain Assessments,SNOMEDCT,225399009,Pain assessment (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pain Assessments,SNOMEDCT,423184003,Adult pain assessment (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,310305009,Active advance directive (copy within chart) (finding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,371538006,Advance directive report (record artifact),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425392003,Active advance directive (finding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425397009,Active advance directive with verification by healthcare professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425395001,Active living will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425396000,Active advance directive with verification by family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425393008,Active Durable Power of Attorney for Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,3041000000000,Active five wishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,310305009,Active advance directive (copy within chart),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,3011000000000,Active limitation of emergency treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,425394002,Active healthcare will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,3021000000000,Active heathcare surrogate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive,SNOMEDCT,4921000000000,Active mental health treatment preference declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive Discussed,SNOMEDCT,310302007,Advance directive discussed with patient (finding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Directive Discussed,SNOMEDCT,310303002,Advance directive discussed with relative (finding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010600,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010603,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010604,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010606,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010608,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1010609,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1014599,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1014615,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1014632,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,102492,Heroin 0.6 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1037259,Acetaminophen 300 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1044427,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049214,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049216,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049221,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049223,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Endocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049225,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049227,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Endocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049233,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049251,Acetaminophen 400 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049257,Acetaminophen 400 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049260,Acetaminophen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049267,Acetaminophen 400 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049270,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049502,12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049504,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049543,12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049545,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049557,12 HR Oxycodone Hydrochloride 160 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049563,12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049565,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049574,12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049576,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049580,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049582,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049584,12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049586,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049589,Ibuprofen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049593,12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049595,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049599,12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049601,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049604,Oxycodone Hydrochloride 1 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049611,Oxycodone Hydrochloride 15 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049613,Oxycodone Hydrochloride 15 MG Oral Tablet [Roxicodone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049615,Oxycodone Hydrochloride 20 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049618,Oxycodone Hydrochloride 30 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049620,Oxycodone Hydrochloride 30 MG Oral Tablet [Roxicodone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049621,Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049623,Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicodone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049635,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049637,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049640,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049642,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049647,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049650,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049651,Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049655,Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Xolox],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049658,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049683,Oxycodone Hydrochloride 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049686,Oxycodone Hydrochloride 20 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049691,Aspirin 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049696,Oxycodone Hydrochloride 5 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049709,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049717,Oxycodone Hydrochloride 10 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049719,Oxycodone Hydrochloride 10 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049720,Oxycodone Hydrochloride 10 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049721,Oxycodone Hydrochloride 20 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1049727,Oxycodone Hydrochloride 5 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1050409,Oxycodone Hydrochloride 20 MG/ML Oral Solution [Oxyfast],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1050490,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1050496,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053647,Fentanyl 0.1 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053651,Fentanyl 0.1 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053652,Fentanyl 0.2 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053654,Fentanyl 0.2 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053655,Fentanyl 0.3 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053657,Fentanyl 0.3 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053658,Fentanyl 0.4 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053660,Fentanyl 0.4 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053661,Fentanyl 0.6 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053663,Fentanyl 0.6 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053664,Fentanyl 0.8 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1053666,Fentanyl 0.8 MG Sublingual Tablet [Abstral],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,106500,Alfentanil 5 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,106505,Meptazinol 200 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1086310,24 HR Morphine Sulfate 75 MG Extended Release Oral Capsule [Avinza],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1113313,Oxycodone Hydrochloride 5 MG Oral Tablet [Oxecta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1113314,Oxycodone Hydrochloride 7.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1113316,Oxycodone Hydrochloride 7.5 MG Oral Tablet [Oxecta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1115573,Fentanyl 0.1 MG/ACTUAT Nasal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1115575,Fentanyl 0.1 MG/ACTUAT Nasal Spray [Lazanda],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1115577,Fentanyl 0.4 MG/ACTUAT Nasal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1115579,Fentanyl 0.4 MG/ACTUAT Nasal Spray [Lazanda],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1147395,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148478,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148482,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule [ConZip],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148485,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148487,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule [ConZip],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148489,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148491,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148797,12 HR tapentadol 100 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148800,12 HR tapentadol 150 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148803,12 HR tapentadol 200 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148807,12 HR tapentadol 250 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1148809,12 HR tapentadol 50 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1149367,12 HR tapentadol 100 MG Extended Release Oral Tablet [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1149370,12 HR tapentadol 150 MG Extended Release Oral Tablet [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1149373,12 HR tapentadol 200 MG Extended Release Oral Tablet [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1149376,12 HR tapentadol 250 MG Extended Release Oral Tablet [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1149378,12 HR tapentadol 50 MG Extended Release Oral Tablet [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1190284,24 HR Morphine Sulfate 45 MG Extended Release Oral Capsule [Avinza],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1232113,1 ML Morphine Sulfate 15 MG/ML Prefilled Syringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1233685,Fentanyl 0.003 MG/ML / Ropivacaine hydrochloride 2.5 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1233686,Fentanyl 0.004 MG/ML / Ropivacaine hydrochloride 1 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1233687,Fentanyl 0.004 MG/ML / Ropivacaine hydrochloride 2 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1233700,Hydromorphone Hydrochloride 0.01 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237050,Fentanyl 0.1 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237055,Fentanyl 0.1 MG/ACTUAT Mucosal Spray [Subsys],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237057,Fentanyl 0.2 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237059,Fentanyl 0.2 MG/ACTUAT Mucosal Spray [Subsys],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237060,Fentanyl 0.4 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237062,Fentanyl 0.4 MG/ACTUAT Mucosal Spray [Subsys],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237064,Fentanyl 0.6 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237066,Fentanyl 0.6 MG/ACTUAT Mucosal Spray [Subsys],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237068,Fentanyl 0.8 MG/ACTUAT Mucosal Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1237070,Fentanyl 0.8 MG/ACTUAT Mucosal Spray [Subsys],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1242106,1 ML Meperidine Hydrochloride 100 MG/ML Cartridge [Demerol],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1242503,1 ML Meperidine Hydrochloride 25 MG/ML Cartridge [Demerol],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1248115,24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1297649,Codeine sulfate 6 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1302739,Butorphanol 10 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303729,Morphine Sulfate 130 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
